,Group 1,Group 2,Correlation
189,Onafhankelijkheid,Weloverwogen,0.12843225981358714
190,Onafhankelijkheid,Zelfonthulling,0.38915589124707806
191,Onafhankelijkheid,Zelfontwikkeling,0.24203811553801174
192,Onafhankelijkheid,Zelfvertoon,-0.04071564638744958
193,Onafhankelijkheid,Zelfvertrouwen,0.5573770491803279
194,Onafhankelijkheid,Zorgzaamheid,0.15907119074394446
195,Ordelijkheid,Originaliteit,0.0605289124032384
196,Ordelijkheid,Positivisme,-0.1698089027028311
197,Ordelijkheid,Regelmaat,-0.38375582481791976
198,Ordelijkheid,Sociaal Ontspannen,0.3857583749052298
199,Ordelijkheid,Status,0.30742835770623245
200,Ordelijkheid,Variatiebehoefte,0.6813851438692471
201,Ordelijkheid,Vertrouwen,-0.1780903614167003
202,Ordelijkheid,Volharding,0.5703393637089399
203,Ordelijkheid,Weloverwogen,0.34362822518363817
204,Ordelijkheid,Zelfonthulling,0.3904716832625612
205,Ordelijkheid,Zelfontwikkeling,0.313003783488614
206,Ordelijkheid,Zelfvertoon,0.2462050562005353
207,Ordelijkheid,Zelfvertrouwen,0.20245779780388534
208,Ordelijkheid,Zorgzaamheid,0.13556846110541929
209,Originaliteit,Positivisme,0.5397956190493097
210,Originaliteit,Regelmaat,-0.6227454881081048
211,Originaliteit,Sociaal Ontspannen,0.14242182297397124
212,Originaliteit,Status,0.016426585272773322
213,Originaliteit,Variatiebehoefte,0.4559607525875532
214,Originaliteit,Vertrouwen,0.19499929962570145
215,Originaliteit,Volharding,0.5457051563317491
216,Originaliteit,Weloverwogen,0.28593138470052
217,Originaliteit,Zelfonthulling,0.09824718648648241
218,Originaliteit,Zelfontwikkeling,0.679563883051454
219,Originaliteit,Zelfvertoon,0.46017899330842227
220,Originaliteit,Zelfvertrouwen,0.027399831217559543
221,Originaliteit,Zorgzaamheid,0.34642325904904736
222,Positivisme,Regelmaat,0.21320071635561044
223,Positivisme,Sociaal Ontspannen,-0.5437390678561211
224,Positivisme,Status,1.8398617240899535e-17
225,Positivisme,Variatiebehoefte,0.18257418583505536
226,Positivisme,Vertrouwen,0.33471360148752083
227,Positivisme,Volharding,0.7838686930074691
228,Positivisme,Weloverwogen,0.56856770113086
229,Positivisme,Zelfonthulling,-0.19487094073848923
230,Positivisme,Zelfontwikkeling,0.766698172005465
231,Positivisme,Zelfvertoon,0.033709993123162134
232,Positivisme,Zelfvertrouwen,0.6431758808251548
233,Positivisme,Zorgzaamheid,0.7594560259669908
234,Regelmaat,Sociaal Ontspannen,-0.509224143455971
235,Regelmaat,Status,-0.39757328397294533
236,Regelmaat,Variatiebehoefte,-0.6811865761413326
237,Regelmaat,Vertrouwen,-0.08721921952468484
238,Regelmaat,Volharding,-0.26111648393354675
239,Regelmaat,Weloverwogen,-0.12285902336679025
240,Regelmaat,Zelfonthulling,-0.3877684921818178
241,Regelmaat,Zelfontwikkeling,-0.5604642179312219
242,Regelmaat,Zelfvertoon,0.23252041618885136
243,Regelmaat,Zelfvertrouwen,-0.10540925533894599
244,Regelmaat,Zorgzaamheid,-0.33096525947692146
245,Sociaal Ontspannen,Status,-0.5170304325726522
246,Sociaal Ontspannen,Variatiebehoefte,0.7107096264135748
247,Sociaal Ontspannen,Vertrouwen,0.7664191894673175
248,Sociaal Ontspannen,Volharding,-0.14348601079588785
249,Sociaal Ontspannen,Weloverwogen,0.14360939893382663
250,Sociaal Ontspannen,Zelfonthulling,0.6125546622838767
251,Sociaal Ontspannen,Zelfontwikkeling,0.3215206485222378
252,Sociaal Ontspannen,Zelfvertoon,0.4841541792399138
253,Sociaal Ontspannen,Zelfvertrouwen,-0.06859943405700356
254,Sociaal Ontspannen,Zorgzaamheid,0.10632884133003037
255,Status,Variatiebehoefte,-0.10096375546923042
256,Status,Vertrouwen,0.08020871931359264
257,Status,Volharding,0.20318563844357893
258,Status,Weloverwogen,1.3657549312289469e-17
259,Status,Zelfonthulling,0.5557862044750174
260,Status,Zelfontwikkeling,-0.18307302333807945
261,Status,Zelfvertoon,-0.4466298001344306
262,Status,Zelfvertrouwen,0.5150757741252158
263,Status,Zorgzaamheid,-0.08584596235420265
264,Variatiebehoefte,Vertrouwen,0.7580716771900757
265,Variatiebehoefte,Volharding,0.521749194749951
266,Variatiebehoefte,Weloverwogen,0.08770580193070295
267,Variatiebehoefte,Zelfonthulling,0.3149219334626031
268,Variatiebehoefte,Zelfontwikkeling,0.6642111641550715
269,Variatiebehoefte,Zelfvertoon,0.27933396798082955
270,Variatiebehoefte,Zelfvertrouwen,0.7272905105237972
271,Variatiebehoefte,Zorgzaamheid,0.472369525937701
272,Vertrouwen,Volharding,0.2732925112045662
273,Vertrouwen,Weloverwogen,0.22831482556870483
274,Vertrouwen,Zelfonthulling,0.20957331090665363
275,Vertrouwen,Zelfontwikkeling,0.18190171877724975
276,Vertrouwen,Zelfvertoon,0.6945503737883163
277,Vertrouwen,Zelfvertrouwen,0.40646942234853023
278,Vertrouwen,Zorgzaamheid,0.202677836775256
279,Volharding,Weloverwogen,0.8693182879212226
280,Volharding,Zelfonthulling,0.29285714285714287
281,Volharding,Zelfontwikkeling,0.7426106572325057
282,Volharding,Zelfvertoon,-0.5378528742004771
283,Volharding,Zelfvertrouwen,0.795411678668406
284,Volharding,Zorgzaamheid,0.4526787302125926
285,Weloverwogen,Zelfonthulling,0.018898223650461357
286,Weloverwogen,Zelfontwikkeling,0.6226220585942176
287,Weloverwogen,Zelfvertoon,-0.55
288,Weloverwogen,Zelfvertrouwen,0.052704627669472974
289,Weloverwogen,Zorgzaamheid,0.45643546458763845
290,Zelfonthulling,Zelfontwikkeling,-0.03361843118006911
291,Zelfonthulling,Zelfvertoon,0.049066791998678735
292,Zelfonthulling,Zelfvertrouwen,0.3386481059780782
293,Zelfonthulling,Zorgzaamheid,0.3115115947829399
294,Zelfontwikkeling,Zelfvertoon,-0.5144957554275263
295,Zelfontwikkeling,Zelfvertrouwen,0.06885282909440549
296,Zelfontwikkeling,Zorgzaamheid,0.6570634109109303
297,Zelfvertoon,Zelfvertrouwen,0.31215328897044675
298,Zelfvertoon,Zorgzaamheid,-0.012227899701112932
299,Zelfvertrouwen,Zorgzaamheid,0.10655737704918031
300,Conformisme,Competitie,0.1279726742222479
301,Contactbehoefte,Competitie,0.15811388300841894
302,Dominantie,Competitie,0.4743416490252569
303,Energie,Competitie,0.7156562669645133
304,Frustratietolerantie,Competitie,-0.6319880021746503
305,Hartelijkheid,Competitie,-0.8049434044064967
306,Incasseringsvermogen,Competitie,-0.10660035817780525
307,Nauwkeurigheid,Competitie,0.20604084592303354
308,Onafhankelijkheid,Competitie,0.15398682993655982
309,Ordelijkheid,Competitie,0.5075647261379698
310,Originaliteit,Competitie,4.348402641126072e-18
311,Positivisme,Competitie,-0.3086066999241838
312,Regelmaat,Competitie,-0.6708203932499368
313,Sociaal Ontspannen,Competitie,0.36563621206356534
314,Status,Competitie,0.5375786693015946
315,Variatiebehoefte,Competitie,0.7120689949163119
316,Vertrouwen,Competitie,-0.02295441332773383
317,Volharding,Competitie,-0.3803194146278324
318,Weloverwogen,Competitie,-0.6593641977598277
319,Zelfonthulling,Competitie,0.4648348401006841
320,Zelfontwikkeling,Competitie,-0.25594534844449573
321,Zelfvertoon,Competitie,0.6799112396040882
322,Zelfvertrouwen,Competitie,0.5874312401283579
323,Zorgzaamheid,Competitie,-0.15969004586013613
324,Contactbehoefte,Conformisme,0.034401045807689073
325,Dominantie,Conformisme,0.18469078399962488
326,Energie,Conformisme,0.5361424254900898
327,Frustratietolerantie,Conformisme,-0.018601633295108045
328,Hartelijkheid,Conformisme,0.500567859353936
329,Incasseringsvermogen,Conformisme,0.39444674582777023
330,Nauwkeurigheid,Conformisme,-0.09302605094190634
331,Onafhankelijkheid,Conformisme,0.2757717413939298
332,Ordelijkheid,Conformisme,0.23871592765805774
333,Originaliteit,Conformisme,-0.052768795428464264
334,Positivisme,Conformisme,0.5965587590013043
335,Regelmaat,Conformisme,-0.04428074427700476
336,Sociaal Ontspannen,Conformisme,0.35007002100700235
337,Status,Conformisme,2.792162316953862e-18
338,Variatiebehoefte,Conformisme,0.4967618146249605
339,Vertrouwen,Conformisme,0.07575540190785708
340,Volharding,Conformisme,0.5983211225424633
341,Weloverwogen,Conformisme,0.5031152949374528
342,Zelfonthulling,Conformisme,0.48941945791177116
343,Zelfontwikkeling,Conformisme,0.7100469468046932
344,Zelfvertoon,Conformisme,0.03656362120635655
345,Zelfvertrouwen,Conformisme,0.6734899961837034
346,Zorgzaamheid,Conformisme,0.4622975667767221
347,Dominantie,Contactbehoefte,-0.40000000000000013
348,Energie,Contactbehoefte,0.38746595996276906
349,Frustratietolerantie,Contactbehoefte,0.024217973984824125
350,Hartelijkheid,Contactbehoefte,0.3872983346207418
351,Incasseringsvermogen,Contactbehoefte,-0.18257418583505536
352,Nauwkeurigheid,Contactbehoefte,0.8432740427115679
353,Onafhankelijkheid,Contactbehoefte,-0.629858167745255
354,Ordelijkheid,Contactbehoefte,0.6761234037828133
355,Originaliteit,Contactbehoefte,0.3
356,Positivisme,Contactbehoefte,-0.05163977794943221
357,Regelmaat,Contactbehoefte,-0.2752409412815902
358,Sociaal Ontspannen,Contactbehoefte,0.8541985556144386
359,Status,Contactbehoefte,-0.6425294053171791
360,Variatiebehoefte,Contactbehoefte,0.8227533512074425
361,Vertrouwen,Contactbehoefte,0.6551856932831538
362,Volharding,Contactbehoefte,0.4276179870598791
363,Weloverwogen,Contactbehoefte,0.1546720562224365
364,Zelfonthulling,Contactbehoefte,0.10063092108532551
365,Zelfontwikkeling,Contactbehoefte,0.2504897164340599
366,Zelfvertoon,Contactbehoefte,0.6135719910778963
367,Zelfvertrouwen,Contactbehoefte,0.223606797749979
368,Zorgzaamheid,Contactbehoefte,0.34355900058832095
369,Energie,Dominantie,0.8393561695387263
370,Frustratietolerantie,Dominantie,-0.0674199862463242
371,Hartelijkheid,Dominantie,-0.4043980162262705
372,Incasseringsvermogen,Dominantie,-0.2567180154051351
373,Nauwkeurigheid,Dominantie,-0.5459058939351292
374,Onafhankelijkheid,Dominantie,0.7442084075352507
375,Ordelijkheid,Dominantie,0.040352608268825606
376,Originaliteit,Dominantie,0.4411287732562847
377,Positivisme,Dominantie,0.3127716210856122
378,Regelmaat,Dominantie,-0.4855303805588614
379,Sociaal Ontspannen,Dominantie,0.3500700210070024
380,Status,Dominantie,0.3942380465465581
381,Variatiebehoefte,Dominantie,0.49713229916775376
382,Vertrouwen,Dominantie,0.08837756003033137
383,Volharding,Dominantie,0.7075275528876867
384,Weloverwogen,Dominantie,0.21213203435596428
385,Zelfonthulling,Dominantie,0.3207134902949093
386,Zelfontwikkeling,Dominantie,0.4322628957852667
387,Zelfvertoon,Dominantie,0.3850770231077027
388,Zelfvertrouwen,Dominantie,0.48307916260016476
389,Zorgzaamheid,Dominantie,0.30779350562554625
390,Frustratietolerantie,Energie,-0.1793931279396798
391,Hartelijkheid,Energie,-0.21802571240017923
392,Incasseringsvermogen,Energie,0.0346770991073533
393,Nauwkeurigheid,Energie,0.37397879600338285
394,Onafhankelijkheid,Energie,0.5469555253359801
395,Ordelijkheid,Energie,0.22484434916365828
396,Originaliteit,Energie,0.36559549849420114
397,Positivisme,Energie,0.2059714602177749
398,Regelmaat,Energie,-0.37639939600492045
399,Sociaal Ontspannen,Energie,0.5713725901821546
400,Status,Energie,0.26848441188145167
401,Variatiebehoefte,Energie,0.8382294209046202
402,Vertrouwen,Energie,0.47602429246212297
403,Volharding,Energie,0.7567874686642695
404,Weloverwogen,Energie,0.344984180082279
405,Zelfonthulling,Energie,0.7740871499169921
406,Zelfontwikkeling,Energie,0.34840950140928845
407,Zelfvertoon,Energie,0.14173667737846019
408,Zelfvertrouwen,Energie,0.717789998840606
409,Zorgzaamheid,Energie,0.07700856286565191
410,Hartelijkheid,Frustratietolerantie,0.6886367591802657
411,Incasseringsvermogen,Frustratietolerantie,0.17354436625492498
412,Nauwkeurigheid,Frustratietolerantie,-0.3719554513316322
413,Onafhankelijkheid,Frustratietolerantie,0.5816629361764956
414,Ordelijkheid,Frustratietolerantie,-0.4236678707225079
415,Originaliteit,Frustratietolerantie,0.12392039927415242
416,Positivisme,Frustratietolerantie,0.9784388878936985
417,Regelmaat,Frustratietolerantie,0.4066124552864796
418,Sociaal Ontspannen,Frustratietolerantie,0.30996520993903337
419,Status,Frustratietolerantie,-0.4365641250653994
420,Variatiebehoefte,Frustratietolerantie,0.08362420100070904
421,Vertrouwen,Frustratietolerantie,0.4012623552762412
422,Volharding,Frustratietolerantie,0.5585812268712466
423,Weloverwogen,Frustratietolerantie,0.5244044240850758
424,Zelfonthulling,Frustratietolerantie,-0.5225437283634242
425,Zelfontwikkeling,Frustratietolerantie,0.6445308549751203
426,Zelfvertoon,Frustratietolerantie,0.11562432251572007
427,Zelfvertrouwen,Frustratietolerantie,0.4020151261036848
428,Zorgzaamheid,Frustratietolerantie,-0.21773176328462984
429,Incasseringsvermogen,Hartelijkheid,0.4453769815984038
430,Nauwkeurigheid,Hartelijkheid,0.07595545253127504
431,Onafhankelijkheid,Hartelijkheid,0.04313060176114062
432,Ordelijkheid,Hartelijkheid,-0.1861322992281687
433,Originaliteit,Hartelijkheid,0.17734043940858907
434,Positivisme,Hartelijkheid,0.7154879991467901
435,Regelmaat,Hartelijkheid,0.5543218625245872
436,Sociaal Ontspannen,Hartelijkheid,-1.6691790579082566e-18
437,Status,Hartelijkheid,-0.7299830575229901
438,Variatiebehoefte,Hartelijkheid,0.41137667560372115
439,Vertrouwen,Hartelijkheid,0.5370529629872759
440,Volharding,Hartelijkheid,-7.401782527046551e-17
441,Weloverwogen,Hartelijkheid,0.5067999381796515
442,Zelfonthulling,Hartelijkheid,-0.661097844280429
443,Zelfontwikkeling,Hartelijkheid,0.6219979686119742
444,Zelfvertoon,Hartelijkheid,-0.06248754756816557
445,Zelfvertrouwen,Hartelijkheid,0.06469590264171092
446,Zorgzaamheid,Hartelijkheid,0.3318007581655987
447,Nauwkeurigheid,Incasseringsvermogen,0.3446345979947012
448,Onafhankelijkheid,Incasseringsvermogen,0.31362502409359
449,Ordelijkheid,Incasseringsvermogen,0.2783882181415011
450,Originaliteit,Incasseringsvermogen,-0.3267320196065356
451,Positivisme,Incasseringsvermogen,0.31622776601683794
452,Regelmaat,Incasseringsvermogen,0.5063160398440778
453,Sociaal Ontspannen,Incasseringsvermogen,0.04082482904638634
454,Status,Incasseringsvermogen,0.37799657871945797
455,Variatiebehoefte,Incasseringsvermogen,-0.1075828707279838
456,Vertrouwen,Incasseringsvermogen,-0.011043152607484674
457,Volharding,Incasseringsvermogen,0.38490017945975047
458,Weloverwogen,Incasseringsvermogen,0.41740484439415815
459,Zelfonthulling,Incasseringsvermogen,0.23934940065356408
460,Zelfontwikkeling,Incasseringsvermogen,0.1462614271203831
461,Zelfvertoon,Incasseringsvermogen,-0.14924050144892734
462,Zelfvertrouwen,Incasseringsvermogen,0.2526423805198364
463,Zorgzaamheid,Incasseringsvermogen,-0.49324382782170784
464,Onafhankelijkheid,Nauwkeurigheid,-0.5234545671218748
465,Ordelijkheid,Nauwkeurigheid,0.5255768421716766
466,Originaliteit,Nauwkeurigheid,0.19826289642953607
467,Positivisme,Nauwkeurigheid,-0.12104550653376046
468,Regelmaat,Nauwkeurigheid,-0.06142951168339509
469,Sociaal Ontspannen,Nauwkeurigheid,0.3910769444375215
470,Status,Nauwkeurigheid,-0.4472135954999579
471,Variatiebehoefte,Nauwkeurigheid,0.6537204504606136
472,Vertrouwen,Nauwkeurigheid,0.20933048341828037
473,Volharding,Nauwkeurigheid,0.29649972666444047
474,Weloverwogen,Nauwkeurigheid,0.149071198499986
475,Zelfonthulling,Nauwkeurigheid,0.11623834450924565
476,Zelfontwikkeling,Nauwkeurigheid,0.053630290017518005
477,Zelfvertoon,Nauwkeurigheid,0.2665186418611078
478,Zelfvertrouwen,Nauwkeurigheid,0.2751976610012249
479,Zorgzaamheid,Nauwkeurigheid,0.08053147186490381
480,Ordelijkheid,Onafhankelijkheid,-0.3916422209712112
481,Originaliteit,Onafhankelijkheid,0.3183930844410177
482,Positivisme,Onafhankelijkheid,0.7524872845451025
483,Regelmaat,Onafhankelijkheid,0.05264497328966637
484,Sociaal Ontspannen,Onafhankelijkheid,-0.7178569686580889
485,Status,Onafhankelijkheid,0.40470239395552676
486,Variatiebehoefte,Onafhankelijkheid,-0.20244408254472898
487,Vertrouwen,Onafhankelijkheid,-0.42426406871192845
488,Volharding,Onafhankelijkheid,0.6618225213558054
489,Weloverwogen,Onafhankelijkheid,0.12843225981358714
490,Zelfonthulling,Onafhankelijkheid,0.38915589124707806
491,Zelfontwikkeling,Onafhankelijkheid,0.24203811553801174
492,Zelfvertoon,Onafhankelijkheid,-0.04071564638744958
493,Zelfvertrouwen,Onafhankelijkheid,0.5573770491803279
494,Zorgzaamheid,Onafhankelijkheid,0.15907119074394446
495,Originaliteit,Ordelijkheid,0.0605289124032384
496,Positivisme,Ordelijkheid,-0.1698089027028311
497,Regelmaat,Ordelijkheid,-0.38375582481791976
498,Sociaal Ontspannen,Ordelijkheid,0.3857583749052298
499,Status,Ordelijkheid,0.30742835770623245
500,Variatiebehoefte,Ordelijkheid,0.6813851438692471
501,Vertrouwen,Ordelijkheid,-0.1780903614167003
