,excluded_id,group1,group2,correlation_excluded,correlation_all,correlation_difference,stdev,threshold
293,c636db50-3f4e-5aaa-a98b-965b132f4859,Aansturen van individuen,Assertiviteit,0.431982053563737,0.11803888915405092,-0.31394316440968606,0.1463558660688687,0.2927117321377374
303,c636db50-3f4e-5aaa-a98b-965b132f4859,Aansturen van individuen,Besluitvaardigheid,0.5816241356162168,0.28740341661940544,-0.2942207189968114,0.13606003932417893,0.27212007864835785
313,c636db50-3f4e-5aaa-a98b-965b132f4859,Aansturen van individuen,Coachen van medewerkers,0.7343506691774405,0.8349586766253055,0.10060800744786502,0.0434455061923274,0.0868910123846548
336,0b987c95-d61b-5d7f-925c-9c894e0937ce,Aansturen van individuen,Doorzettingsvermogen,0.7878896645173749,0.6399692563485069,-0.14792040816886798,0.06613928506732411,0.13227857013464822
345,04e108ed-dcea-5f17-871c-7e7d9901a5ec,Aansturen van individuen,Flexibiliteit,0.7463499109953095,0.6000942133898896,-0.1462556976054199,0.07046982798577281,0.14093965597154562
366,0b987c95-d61b-5d7f-925c-9c894e0937ce,Aansturen van individuen,Inzet,0.8619470661832745,0.6516783220594821,-0.21026874412379248,0.08228689832129907,0.16457379664259814
376,0b987c95-d61b-5d7f-925c-9c894e0937ce,Aansturen van individuen,Klantoriëntatie,0.8119796225911883,0.6215224459560573,-0.19045717663513095,0.08696269812137535,0.1739253962427507
383,c636db50-3f4e-5aaa-a98b-965b132f4859,Aansturen van individuen,Kwaliteitsgerichtheid,-0.4429573510187347,-0.09980112349251252,0.34315622752622216,0.13164493829999957,0.26328987659999914
403,c636db50-3f4e-5aaa-a98b-965b132f4859,Aansturen van individuen,Nauwkeurigheid,-0.4169837430391997,-0.14971096722351157,0.26727277581568815,0.11344074144080532,0.22688148288161064
416,0b987c95-d61b-5d7f-925c-9c894e0937ce,Aansturen van individuen,Onderhandelen,0.7914558944451275,0.7044150907870261,-0.0870408036581014,0.04184234424045498,0.08368468848090996
463,c636db50-3f4e-5aaa-a98b-965b132f4859,Aansturen van individuen,Plannen en organiseren,0.1450760339904036,0.4036065326439797,0.25853049865357614,0.11558342307029323,0.23116684614058647
473,c636db50-3f4e-5aaa-a98b-965b132f4859,Aansturen van individuen,Relatiebeheer,0.34152018757540487,0.5874856893465455,0.24596550177114068,0.11318006947894664,0.22636013895789328
516,0b987c95-d61b-5d7f-925c-9c894e0937ce,Aansturen van individuen,Sociabiliteit,0.8317301222312072,0.5986498855243276,-0.2330802367068796,0.1028342688246852,0.2056685376493704
523,c636db50-3f4e-5aaa-a98b-965b132f4859,Aansturen van individuen,Stressbestendigheid,0.6577701859533064,0.2949169884543026,-0.3628531974990038,0.15648435010660533,0.31296870021321066
543,c636db50-3f4e-5aaa-a98b-965b132f4859,Aansturen van individuen,Zelfstandigheid,0.6151787439633748,0.07886404099346966,-0.5363147029699051,0.1974662722086771,0.3949325444173542
557,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Ambitie,Assertiviteit,0.4090030066728863,0.5937156487763926,0.1847126421035063,0.08460937755852022,0.16921875511704043
567,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Ambitie,Besluitvaardigheid,0.5035157955697327,0.6965024847992665,0.19298668922953377,0.07187243716935045,0.1437448743387009
570,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Coachen van medewerkers,0.23390063989259996,0.43316551801877945,0.1992648781261795,0.07405895326536195,0.1481179065307239
580,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Delegeren,0.5729035752419136,0.7257958916374521,0.15289231639553846,0.06250369625019798,0.12500739250039597
590,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Doorzettingsvermogen,0.41595618237375104,0.7128075553903169,0.2968513730165659,0.11534034043248377,0.23068068086496754
607,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Ambitie,Flexibiliteit,0.5109117763629291,0.688092393475374,0.17718061711244493,0.07456408953768347,0.14912817907536693
617,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Ambitie,Initiatief,0.5196675702176169,0.6962183912204926,0.17655082100287567,0.07996706629701283,0.15993413259402567
620,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Inzet,0.4008490843568804,0.654022364626153,0.25317328026927266,0.11636672204935072,0.23273344409870145
630,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Klantoriëntatie,-0.14570337810353942,0.24846436397044167,0.3941677420739811,0.1480908522552365,0.296181704510473
640,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Kwaliteitsgerichtheid,-0.319431691315763,-0.08642163787681394,0.23301005343894904,0.10056433012184814,0.20112866024369627
650,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Leerbereidheid,0.37453478738318363,0.6704619967230669,0.2959272093398833,0.1243143449532289,0.2486286899064578
660,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Nauwkeurigheid,-0.33729577451055515,-0.10287396590572807,0.2344218086048271,0.09771754863554347,0.19543509727108693
670,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Onderhandelen,0.5942719044061868,0.8088442135984375,0.21457230919225068,0.08051469974699617,0.16102939949399234
680,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Ondernemerschap,0.7861104422534289,0.8821303557286592,0.09601991347523031,0.045485475561694834,0.09097095112338967
702,228c72c7-39f3-5090-883c-8e71882f4963,Ambitie,Organisatiesensitiviteit,0.25328316946012186,0.12146158808535489,-0.13182158137476696,0.061634488336106415,0.12326897667221283
710,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Overtuigingskracht,0.7467402774375768,0.8446909240636937,0.09795064662611697,0.04504044368479481,0.09008088736958962
720,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Plannen en organiseren,0.14479384370715112,0.41265676873041696,0.2678629250232658,0.13165875736977256,0.2633175147395451
730,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Relatiebeheer,0.19606802924680888,0.4565344560299952,0.2604664267831863,0.10130595957735047,0.20261191915470095
740,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Resultaatgerichtheid,0.8786740519933088,0.940355551603101,0.06168149960979219,0.024789712190654636,0.04957942438130927
750,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Samenwerking,-0.304940719208989,-0.023652547421153268,0.2812881717878358,0.12085551571733619,0.24171103143467237
760,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Sensitiviteit,-0.042801223993865135,0.1921595398230607,0.23496076381692582,0.09919771479607023,0.19839542959214046
770,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Sociabiliteit,-0.1048791932533261,0.2915310689632425,0.3964102622165686,0.15032928365824474,0.3006585673164895
780,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Stressbestendigheid,-0.13477493677749725,0.2958363264138053,0.43061126319130255,0.15331446536168036,0.3066289307233607
790,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Ambitie,Voortgangscontrole,0.19367789229764978,0.4927424605630958,0.29906456826544603,0.13696109207384954,0.2739221841476991
812,228c72c7-39f3-5090-883c-8e71882f4963,Assertiviteit,Besluitvaardigheid,0.8817307714842993,0.9190332725455373,0.037302501061238,0.017645590944840667,0.03529118188968133
833,c636db50-3f4e-5aaa-a98b-965b132f4859,Assertiviteit,Delegeren,0.6331089578813693,0.33023220124176295,-0.3028767566396064,0.13632530662717884,0.2726506132543577
857,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Assertiviteit,Flexibiliteit,-0.14805889015467438,0.26645074078981235,0.41450963094448673,0.18439746503734705,0.3687949300746941
867,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Assertiviteit,Initiatief,0.2395770556043932,0.5167986805264464,0.27722162492205316,0.12215257396512587,0.24430514793025174
892,228c72c7-39f3-5090-883c-8e71882f4963,Assertiviteit,Kwaliteitsgerichtheid,-0.19128292461501634,-0.483226116050662,-0.2919431914356457,0.11771815147151848,0.23543630294303697
902,228c72c7-39f3-5090-883c-8e71882f4963,Assertiviteit,Leerbereidheid,0.6224910155175961,0.2082781279859749,-0.4142128875316212,0.19578029701362124,0.39156059402724247
912,228c72c7-39f3-5090-883c-8e71882f4963,Assertiviteit,Nauwkeurigheid,-0.11038739154789994,-0.4073414038082358,-0.29695401226033585,0.11996658471571192,0.23993316943142384
937,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Assertiviteit,Ondernemerschap,0.5435560221109891,0.7056481389983598,0.16209211688737069,0.07079350842495595,0.1415870168499119
943,c636db50-3f4e-5aaa-a98b-965b132f4859,Assertiviteit,Optreden,0.8323031705662748,0.6517883437268074,-0.1805148268394674,0.08637530375722116,0.17275060751444232
972,228c72c7-39f3-5090-883c-8e71882f4963,Assertiviteit,Plannen en organiseren,0.35545144947466656,-0.054418909379327175,-0.40987035885399375,0.201213061055313,0.402426122110626
983,c636db50-3f4e-5aaa-a98b-965b132f4859,Assertiviteit,Relatiebeheer,0.38900624763058306,0.0558951852977484,-0.33311106233283466,0.13855490051506344,0.2771098010301269
997,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Assertiviteit,Resultaatgerichtheid,0.42925293878199455,0.6187753436282503,0.1895224048462557,0.09393485180722172,0.18786970361444344
1020,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Assertiviteit,Sociabiliteit,-0.3930476152851999,-0.132289937046583,0.26075767823861684,0.1284116913093438,0.2568233826186876
1034,709c252c-5841-547c-bc0d-099fa1d0052b,Assertiviteit,Stressbestendigheid,0.6492020448544078,0.27331324792898065,-0.37588879692542715,0.14444273118290896,0.2888854623658179
1054,709c252c-5841-547c-bc0d-099fa1d0052b,Assertiviteit,Zelfstandigheid,0.9050200094435161,0.8170939867274353,-0.08792602271608085,0.037244362372617454,0.07448872474523491
1073,c636db50-3f4e-5aaa-a98b-965b132f4859,Besluitvaardigheid,Delegeren,0.6937643340521773,0.43245867361099904,-0.26130566044117826,0.11448246533742742,0.22896493067485485
1087,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Besluitvaardigheid,Doorzettingsvermogen,0.23785620705478844,0.4447517789274593,0.20689557187267088,0.09747319085491231,0.19494638170982462
1097,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Besluitvaardigheid,Flexibiliteit,-0.17322796263924667,0.38466732034038675,0.5578952829796334,0.21914929244916317,0.43829858489832635
1107,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Besluitvaardigheid,Initiatief,0.19045269073526175,0.5821661058863153,0.3917134151510536,0.14648513487515372,0.29297026975030743
1117,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Besluitvaardigheid,Inzet,0.18490581424421867,0.42141304603667556,0.2365072317924569,0.10990442851194791,0.21980885702389583
1132,228c72c7-39f3-5090-883c-8e71882f4963,Besluitvaardigheid,Kwaliteitsgerichtheid,-0.24112861950711842,-0.49977509179904217,-0.2586464722919237,0.11159364585769659,0.22318729171539317
1152,228c72c7-39f3-5090-883c-8e71882f4963,Besluitvaardigheid,Nauwkeurigheid,-0.14641163395991683,-0.4160976050964902,-0.26968597113657333,0.11822271969360013,0.23644543938720025
1167,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Besluitvaardigheid,Onderhandelen,0.48393373641230386,0.6135359132967186,0.12960217688441478,0.061678334328622984,0.12335666865724597
1177,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Besluitvaardigheid,Ondernemerschap,0.49614363004731343,0.737668530358872,0.2415249003115586,0.08629334719979187,0.17258669439958374
1187,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Besluitvaardigheid,Optreden,0.4678345496324024,0.6636584906942128,0.1958239410618104,0.08481216403101637,0.16962432806203273
1207,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Besluitvaardigheid,Overtuigingskracht,0.6774704587541867,0.7882012103109232,0.1107307515567365,0.04505201516160744,0.09010403032321487
1217,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Besluitvaardigheid,Plannen en organiseren,-0.49602761250427685,-0.01642219492795547,0.47960541757632136,0.22231570086527247,0.44463140173054494
1223,c636db50-3f4e-5aaa-a98b-965b132f4859,Besluitvaardigheid,Relatiebeheer,0.35060595393027383,0.08293600251017795,-0.26766995142009586,0.11868612163196263,0.23737224326392525
1237,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Besluitvaardigheid,Resultaatgerichtheid,0.453479632765994,0.6873153532760474,0.2338357205100534,0.09117825976012149,0.18235651952024298
1242,228c72c7-39f3-5090-883c-8e71882f4963,Besluitvaardigheid,Samenwerking,-0.22971041060010736,-0.40836667015321676,-0.1786562595531094,0.0832997596330435,0.166599519266087
1274,709c252c-5841-547c-bc0d-099fa1d0052b,Besluitvaardigheid,Stressbestendigheid,0.40301710487214326,0.20879201608661246,-0.1942250887855308,0.09522341362810413,0.19044682725620826
1287,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Besluitvaardigheid,Voortgangscontrole,-0.19510960575751884,0.23348940211026936,0.4285990078677882,0.18013185980678326,0.3602637196135665
1292,228c72c7-39f3-5090-883c-8e71882f4963,Besluitvaardigheid,Zelfstandigheid,0.6035083530952128,0.6935303132952043,0.09002196019999154,0.04295540416664787,0.08591080833329574
1310,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Coachen van medewerkers,Doorzettingsvermogen,0.4878279219797069,0.5911383767505988,0.10331045477089185,0.04942980931841229,0.09885961863682458
1327,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Coachen van medewerkers,Flexibiliteit,0.7877731125251491,0.6482120306769337,-0.13956108184821547,0.06642464797017017,0.13284929594034034
1340,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Coachen van medewerkers,Inzet,0.5882529775314391,0.6647675092363757,0.0765145317049366,0.035978287663187544,0.07195657532637509
1356,0b987c95-d61b-5d7f-925c-9c894e0937ce,Coachen van medewerkers,Klantoriëntatie,0.9289770962435197,0.8619722888648731,-0.06700480737864656,0.02856278751063638,0.05712557502127276
1368,82371131-0df5-5703-b77f-6b45c3c4c2d9,Coachen van medewerkers,Kwaliteitsgerichtheid,0.5416673222037062,0.28909057437555913,-0.25257674782814704,0.12506169211251295,0.2501233842250259
1388,82371131-0df5-5703-b77f-6b45c3c4c2d9,Coachen van medewerkers,Nauwkeurigheid,0.4549625380000994,0.20016107950615378,-0.25480145849394564,0.11698952111323799,0.23397904222647598
1390,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Coachen van medewerkers,Onderhandelen,0.456246767877459,0.5691344274700408,0.11288765959258185,0.05424700616195557,0.10849401232391113
1400,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Coachen van medewerkers,Ondernemerschap,0.3188705473935018,0.4730214454865797,0.15415089809307791,0.07340863756078944,0.14681727512157888
1443,c636db50-3f4e-5aaa-a98b-965b132f4859,Coachen van medewerkers,Plannen en organiseren,0.37772102535715646,0.5842364260775552,0.20651540072039876,0.09395603464226279,0.18791206928452558
1453,c636db50-3f4e-5aaa-a98b-965b132f4859,Coachen van medewerkers,Relatiebeheer,0.6975261371117628,0.8249945750767665,0.12746843796500373,0.055687414529246845,0.11137482905849369
1460,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Coachen van medewerkers,Resultaatgerichtheid,0.38822729515562976,0.5243035081164289,0.13607621296079914,0.06387449714202521,0.12774899428405043
1476,0b987c95-d61b-5d7f-925c-9c894e0937ce,Coachen van medewerkers,Samenwerking,0.8626931695908581,0.7564497615195411,-0.10624340807131694,0.04548048281174406,0.09096096562348811
1488,82371131-0df5-5703-b77f-6b45c3c4c2d9,Coachen van medewerkers,Sensitiviteit,0.8828759763505939,0.912784034095604,0.029908057745010153,0.012324423698553662,0.024648847397107324
1496,0b987c95-d61b-5d7f-925c-9c894e0937ce,Coachen van medewerkers,Sociabiliteit,0.979683318524557,0.8775945376360083,-0.10208878088854878,0.037647339190042976,0.07529467838008595
1503,c636db50-3f4e-5aaa-a98b-965b132f4859,Coachen van medewerkers,Stressbestendigheid,0.7397308931792275,0.2874882686789247,-0.4522426245003028,0.17951390865772138,0.35902781731544275
1523,c636db50-3f4e-5aaa-a98b-965b132f4859,Coachen van medewerkers,Zelfstandigheid,0.1988776771590991,-0.25250829895066174,-0.45138597610976083,0.1726016325594969,0.3452032651189938
1530,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Delegeren,Doorzettingsvermogen,0.6993464834110454,0.800284930016067,0.1009384466050216,0.040412321736235296,0.08082464347247059
1542,228c72c7-39f3-5090-883c-8e71882f4963,Delegeren,Flexibiliteit,0.8020414201222452,0.6885510418436357,-0.11349037827860953,0.056268940133720045,0.11253788026744009
1560,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Delegeren,Inzet,0.8199520734304835,0.8759234584896555,0.055971385059171985,0.023522271344904668,0.047044542689809336
1590,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Delegeren,Leerbereidheid,0.27589639778873115,0.5220244938794177,0.2461280960906866,0.11586019914793115,0.2317203982958623
1620,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Delegeren,Ondernemerschap,0.7249738456433937,0.8161225391560559,0.0911486935126622,0.04122838055471488,0.08245676110942976
1634,709c252c-5841-547c-bc0d-099fa1d0052b,Delegeren,Optreden,0.9386806815903679,0.8511621777094154,-0.0875185038809525,0.03792562274082653,0.07585124548165306
1662,228c72c7-39f3-5090-883c-8e71882f4963,Delegeren,Plannen en organiseren,0.8727736199040415,0.6359275846261379,-0.2368460352779036,0.10432303921363154,0.20864607842726307
1680,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Delegeren,Resultaatgerichtheid,0.7878661879631955,0.8525401402189735,0.06467395225577799,0.02453877668648764,0.04907755337297528
1723,c636db50-3f4e-5aaa-a98b-965b132f4859,Delegeren,Stressbestendigheid,0.5726086895394085,0.2869655033458189,-0.2856431861935896,0.1332341110546724,0.2664682221093448
1743,c636db50-3f4e-5aaa-a98b-965b132f4859,Delegeren,Zelfstandigheid,0.5479228915936053,0.10368597649722489,-0.4442369150963804,0.18171261060324811,0.36342522120649623
1764,709c252c-5841-547c-bc0d-099fa1d0052b,Doorzettingsvermogen,Initiatief,0.8595471621693018,0.7509522049729623,-0.10859495719633949,0.05143620628474361,0.10287241256948722
1800,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Doorzettingsvermogen,Leerbereidheid,0.5911393598392405,0.761689375454879,0.17055001561563854,0.07332416602900083,0.14664833205800165
1820,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Doorzettingsvermogen,Onderhandelen,0.8353852177995197,0.9112444622393057,0.07585924443978598,0.02890268413496865,0.0578053682699373
1830,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Doorzettingsvermogen,Ondernemerschap,0.7041115760554679,0.8328027606548575,0.12869118459938955,0.049279767196154615,0.09855953439230923
1844,709c252c-5841-547c-bc0d-099fa1d0052b,Doorzettingsvermogen,Optreden,0.8674299830860248,0.6702209412510413,-0.19720904183498356,0.09534911353421889,0.19069822706843778
1854,709c252c-5841-547c-bc0d-099fa1d0052b,Doorzettingsvermogen,Organisatiesensitiviteit,0.3399761207394549,0.46599017304318746,0.12601405230373258,0.05941692103092752,0.11883384206185504
1860,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Doorzettingsvermogen,Overtuigingskracht,0.41062948701077606,0.6472650543395374,0.23663556732876134,0.09443160872814693,0.18886321745629386
1880,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Doorzettingsvermogen,Relatiebeheer,0.5385914885984295,0.656805338606776,0.1182138500083465,0.05667753276651,0.11335506553302
1890,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Doorzettingsvermogen,Resultaatgerichtheid,0.5479334459407149,0.7601136754522302,0.21218022951151527,0.0802262830443385,0.160452566088677
1953,c636db50-3f4e-5aaa-a98b-965b132f4859,Doorzettingsvermogen,Zelfstandigheid,0.7591713955128545,0.5211085394870865,-0.23806285602576804,0.10108704842888185,0.2021740968577637
1967,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Flexibiliteit,Initiatief,0.7425955526032928,0.8540103333766524,0.11141478077335965,0.047159252915893235,0.09431850583178647
1987,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Flexibiliteit,Klantoriëntatie,0.729253459186401,0.5088339437337112,-0.2204195154526899,0.09581920252730226,0.19163840505460453
2022,228c72c7-39f3-5090-883c-8e71882f4963,Flexibiliteit,Onderhandelen,0.8198209631007113,0.6805176519216767,-0.1393033111790346,0.06211009366073556,0.12422018732147112
2037,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Flexibiliteit,Ondernemerschap,0.6703957871619791,0.812739083985417,0.14234329682343794,0.05996215869045155,0.1199243173809031
2042,228c72c7-39f3-5090-883c-8e71882f4963,Flexibiliteit,Optreden,0.8856852875023499,0.7221880137747099,-0.16349727372764,0.07840149451647431,0.15680298903294862
2062,228c72c7-39f3-5090-883c-8e71882f4963,Flexibiliteit,Overtuigingskracht,0.9147966455320615,0.6982587794118672,-0.21653786612019432,0.09546163158372781,0.19092326316745561
2092,228c72c7-39f3-5090-883c-8e71882f4963,Flexibiliteit,Resultaatgerichtheid,0.9109517812112067,0.7897506088634394,-0.12120117234776728,0.06055671582007472,0.12111343164014944
2097,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Flexibiliteit,Resultaatgerichtheid,0.6556905669814811,0.7897506088634394,0.1340600418819583,0.06055671582007472,0.12111343164014944
2107,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Flexibiliteit,Samenwerking,0.5959519725816975,0.3227104892450591,-0.27324148333663845,0.11515942681068493,0.23031885362136986
2117,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Flexibiliteit,Sensitiviteit,0.7183948587981767,0.4850787835516305,-0.23331607524654618,0.10256527335905385,0.2051305467181077
2127,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Flexibiliteit,Sociabiliteit,0.7629881868162183,0.560239587478804,-0.2027485993374143,0.08886858095992912,0.17773716191985825
2130,34b25cea-5d13-521f-a7ee-5ab4d31bb7cf,Flexibiliteit,Stressbestendigheid,-0.01918645651621838,0.1630864871327009,0.1822729436489193,0.08285806436891695,0.1657161287378339
2157,0ac45ebf-abaf-52c1-904e-73f962af3ef0,Flexibiliteit,Zelfstandigheid,-0.2652526795167639,0.036041186041450526,0.3012938655582144,0.146990971812336,0.293981943624672
2164,709c252c-5841-547c-bc0d-099fa1d0052b,Initiatief,Inzet,0.9164468636323175,0.8512339714274114,-0.06521289220490611,0.027716165563736066,0.05543233112747213
