Correlation,Subcompetentie 1,Subcompetentie 2,Hoofdcompetentie 1,Hoofdcompetentie 2,Richting
0.9695147408672274,Delegeren,Doorzettingsvermogen,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.7265984150621981,Delegeren,Initiatief,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.9402021661557833,Delegeren,Inzet,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.9585093641154386,Delegeren,Klantoriëntatie,Organisatie vermogen,Organisatiegerichtheid,Scientist
0.633858754858535,Delegeren,Nauwkeurigheid,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.7191371536112054,Delegeren,Onderhandelen,Organisatie vermogen,Beïnvloedend vermogen,Scientist
0.8588751451529882,Delegeren,Optreden,Organisatie vermogen,Relationeel vermogen,Scientist
0.9206458849205372,Delegeren,Organisatiesensitiviteit,Organisatie vermogen,Organisatiegerichtheid,Scientist
0.6807763698184143,Delegeren,Overtuigingskracht,Organisatie vermogen,Beïnvloedend vermogen,Scientist
0.8952369474616977,Delegeren,Plannen en organiseren,Organisatie vermogen,Organisatie vermogen,Scientist
0.9810486339805947,Delegeren,Samenwerking,Organisatie vermogen,Relationeel vermogen,Scientist
0.9185236609996542,Delegeren,Sensitiviteit,Organisatie vermogen,Relationeel vermogen,Scientist
0.9622641095586368,Delegeren,Sociabiliteit,Organisatie vermogen,Relationeel vermogen,Scientist
0.6699500235922905,Delegeren,Stressbestendigheid,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.9112389956345001,Delegeren,Voortgangscontrole,Organisatie vermogen,Organisatie vermogen,Scientist
0.6480881872120823,Doorzettingsvermogen,Flexibiliteit,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.6914967741934508,Doorzettingsvermogen,Initiatief,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.9061446640981895,Doorzettingsvermogen,Inzet,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.995694242034233,Doorzettingsvermogen,Klantoriëntatie,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.651634637368891,Doorzettingsvermogen,Leerbereidheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.6348751369545024,Doorzettingsvermogen,Onderhandelen,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.8010685925149734,Doorzettingsvermogen,Optreden,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.9246191977775523,Doorzettingsvermogen,Organisatiesensitiviteit,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.6015739826114213,Doorzettingsvermogen,Overtuigingskracht,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.8304412734734741,Doorzettingsvermogen,Plannen en organiseren,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
0.9286380335926464,Doorzettingsvermogen,Samenwerking,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.9765273568423867,Doorzettingsvermogen,Sensitiviteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.9638764394833035,Doorzettingsvermogen,Sociabiliteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.8040019336312337,Doorzettingsvermogen,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
0.7595452623397217,Flexibiliteit,Initiatief,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.6785135727179114,Flexibiliteit,Inzet,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.7118364600619863,Flexibiliteit,Klantoriëntatie,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.6107309915420801,Flexibiliteit,Onderhandelen,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.7488138059141611,Flexibiliteit,Ondernemerschap,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.6666731688430488,Flexibiliteit,Optreden,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.6284533345453971,Flexibiliteit,Overtuigingskracht,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.6240252604307331,Flexibiliteit,Plannen en organiseren,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
0.6615947400182611,Flexibiliteit,Relatiebeheer,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.8035320370931689,Flexibiliteit,Resultaatgerichtheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.7192663572164725,Flexibiliteit,Sociabiliteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
-0.6276235834371602,Flexibiliteit,Zelfstandigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.9171567317466712,Initiatief,Inzet,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.7426887639378632,Initiatief,Klantoriëntatie,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.6138444677360216,Initiatief,Kwaliteitsgerichtheid,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.6913792892129432,Initiatief,Nauwkeurigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.9789222492381485,Initiatief,Onderhandelen,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.9693947986853962,Initiatief,Ondernemerschap,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.9704178554184718,Initiatief,Optreden,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.981683293252071,Initiatief,Overtuigingskracht,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.9452362973108952,Initiatief,Plannen en organiseren,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
0.9542430446994652,Initiatief,Relatiebeheer,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.9440715651342886,Initiatief,Resultaatgerichtheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.8345583102144001,Initiatief,Samenwerking,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.8576176428866039,Initiatief,Sociabiliteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.853206024744079,Initiatief,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
-0.8628965355097876,Initiatief,Zelfstandigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.9252755126537137,Inzet,Klantoriëntatie,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.7074541493423909,Inzet,Nauwkeurigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.9015249595808497,Inzet,Onderhandelen,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.7912494039782642,Inzet,Ondernemerschap,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.9788345108551831,Inzet,Optreden,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.7376801374715332,Inzet,Organisatiesensitiviteit,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.8807251768453944,Inzet,Overtuigingskracht,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.9873164873300992,Inzet,Plannen en organiseren,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
0.7654637596039651,Inzet,Relatiebeheer,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.7421960872151612,Inzet,Resultaatgerichtheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.9823990253499794,Inzet,Samenwerking,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.7940131616259557,Inzet,Sensitiviteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.9838699100999075,Inzet,Sociabiliteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.950207288266745,Inzet,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
-0.592403945841345,Inzet,Zelfstandigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.6375708554829463,Klantoriëntatie,Leerbereidheid,Organisatiegerichtheid,Persoonlijke gerichtheid,Scientist
0.6775189128088569,Klantoriëntatie,Onderhandelen,Organisatiegerichtheid,Beïnvloedend vermogen,Scientist
0.8320841590000562,Klantoriëntatie,Optreden,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.885362555302247,Klantoriëntatie,Organisatiesensitiviteit,Organisatiegerichtheid,Organisatiegerichtheid,Scientist
0.6491140830053669,Klantoriëntatie,Overtuigingskracht,Organisatiegerichtheid,Beïnvloedend vermogen,Scientist
0.8536100618789864,Klantoriëntatie,Plannen en organiseren,Organisatiegerichtheid,Organisatie vermogen,Scientist
0.9305395988795053,Klantoriëntatie,Samenwerking,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.9594463354369592,Klantoriëntatie,Sensitiviteit,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.9778756203976054,Klantoriëntatie,Sociabiliteit,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.8080021438537515,Klantoriëntatie,Voortgangscontrole,Organisatiegerichtheid,Organisatie vermogen,Scientist
0.9804420516871976,Kwaliteitsgerichtheid,Nauwkeurigheid,Organisatiegerichtheid,Persoonlijke gerichtheid,Scientist
0.7621209170656212,Kwaliteitsgerichtheid,Onderhandelen,Organisatiegerichtheid,Beïnvloedend vermogen,Scientist
0.6748017257019197,Kwaliteitsgerichtheid,Optreden,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.7465215437129448,Kwaliteitsgerichtheid,Overtuigingskracht,Organisatiegerichtheid,Beïnvloedend vermogen,Scientist
0.6856371481697999,Kwaliteitsgerichtheid,Plannen en organiseren,Organisatiegerichtheid,Organisatie vermogen,Scientist
0.670620924908411,Kwaliteitsgerichtheid,Relatiebeheer,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.5929253960826464,Kwaliteitsgerichtheid,Samenwerking,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.7779132594259758,Kwaliteitsgerichtheid,Voortgangscontrole,Organisatiegerichtheid,Organisatie vermogen,Scientist
0.6609941725176035,Leerbereidheid,Organisatiesensitiviteit,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.7764671057852629,Leerbereidheid,Sensitiviteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.821056323346415,Nauwkeurigheid,Onderhandelen,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.6235704195723188,Nauwkeurigheid,Ondernemerschap,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.776845084675728,Nauwkeurigheid,Optreden,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.7982297673773181,Nauwkeurigheid,Overtuigingskracht,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.7954684028598741,Nauwkeurigheid,Plannen en organiseren,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
0.6905836234523228,Nauwkeurigheid,Relatiebeheer,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.7360152217907192,Nauwkeurigheid,Samenwerking,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.5979531591365168,Nauwkeurigheid,Stressbestendigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.8826733807202163,Nauwkeurigheid,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
0.9462555234916721,Onderhandelen,Ondernemerschap,Beïnvloedend vermogen,Organisatiegerichtheid,Scientist
0.9709854315524242,Onderhandelen,Optreden,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.9980827590608691,Onderhandelen,Overtuigingskracht,Beïnvloedend vermogen,Beïnvloedend vermogen,Scientist
0.9533339993337667,Onderhandelen,Plannen en organiseren,Beïnvloedend vermogen,Organisatie vermogen,Scientist
0.9553780220837359,Onderhandelen,Relatiebeheer,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.8985375352954631,Onderhandelen,Resultaatgerichtheid,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.83919596757361,Onderhandelen,Samenwerking,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.8157245818329819,Onderhandelen,Sociabiliteit,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.9020129244518171,Onderhandelen,Voortgangscontrole,Beïnvloedend vermogen,Organisatie vermogen,Scientist
-0.8559436581251005,Onderhandelen,Zelfstandigheid,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.8858156242631612,Ondernemerschap,Optreden,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.9633468314668335,Ondernemerschap,Overtuigingskracht,Organisatiegerichtheid,Beïnvloedend vermogen,Scientist
0.8418882910093277,Ondernemerschap,Plannen en organiseren,Organisatiegerichtheid,Organisatie vermogen,Scientist
0.9923869832238421,Ondernemerschap,Relatiebeheer,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.9915914546553345,Ondernemerschap,Resultaatgerichtheid,Organisatiegerichtheid,Persoonlijke gerichtheid,Scientist
0.6751784193839845,Ondernemerschap,Samenwerking,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.7101221755962168,Ondernemerschap,Sociabiliteit,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.7231521802775965,Ondernemerschap,Voortgangscontrole,Organisatiegerichtheid,Organisatie vermogen,Scientist
-0.9589158393386568,Ondernemerschap,Zelfstandigheid,Organisatiegerichtheid,Persoonlijke gerichtheid,Scientist
0.5915164229402707,Optreden,Organisatiesensitiviteit,Relationeel vermogen,Organisatiegerichtheid,Scientist
0.9587620424211142,Optreden,Overtuigingskracht,Relationeel vermogen,Beïnvloedend vermogen,Scientist
0.9960725363482246,Optreden,Plannen en organiseren,Relationeel vermogen,Organisatie vermogen,Scientist
0.87549745997459,Optreden,Relatiebeheer,Relationeel vermogen,Relationeel vermogen,Scientist
0.836633317104626,Optreden,Resultaatgerichtheid,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
0.9390175054187582,Optreden,Samenwerking,Relationeel vermogen,Relationeel vermogen,Scientist
0.6533975310419573,Optreden,Sensitiviteit,Relationeel vermogen,Relationeel vermogen,Scientist
0.9296346597187011,Optreden,Sociabiliteit,Relationeel vermogen,Relationeel vermogen,Scientist
0.9503627889249071,Optreden,Voortgangscontrole,Relationeel vermogen,Organisatie vermogen,Scientist
-0.7333178294458979,Optreden,Zelfstandigheid,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
0.6502455028478084,Organisatiesensitiviteit,Plannen en organiseren,Organisatiegerichtheid,Organisatie vermogen,Scientist
0.8284292656449332,Organisatiesensitiviteit,Samenwerking,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.9584716763515175,Organisatiesensitiviteit,Sensitiviteit,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.8137547802986176,Organisatiesensitiviteit,Sociabiliteit,Organisatiegerichtheid,Relationeel vermogen,Scientist
0.7683703619352041,Organisatiesensitiviteit,Stressbestendigheid,Organisatiegerichtheid,Persoonlijke gerichtheid,Scientist
0.7031124660073957,Organisatiesensitiviteit,Voortgangscontrole,Organisatiegerichtheid,Organisatie vermogen,Scientist
0.9357887361254238,Overtuigingskracht,Plannen en organiseren,Beïnvloedend vermogen,Organisatie vermogen,Scientist
0.971800920508229,Overtuigingskracht,Relatiebeheer,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.9215397853069915,Overtuigingskracht,Resultaatgerichtheid,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.8079429492212865,Overtuigingskracht,Samenwerking,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.7918905698948815,Overtuigingskracht,Sociabiliteit,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.8735763715598499,Overtuigingskracht,Voortgangscontrole,Beïnvloedend vermogen,Organisatie vermogen,Scientist
-0.8860071638340805,Overtuigingskracht,Zelfstandigheid,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.8332342874260045,Plannen en organiseren,Relatiebeheer,Organisatie vermogen,Relationeel vermogen,Scientist
0.784848779387841,Plannen en organiseren,Resultaatgerichtheid,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.9637261113228368,Plannen en organiseren,Samenwerking,Organisatie vermogen,Relationeel vermogen,Scientist
0.6924184943156692,Plannen en organiseren,Sensitiviteit,Organisatie vermogen,Relationeel vermogen,Scientist
0.9429903335828895,Plannen en organiseren,Sociabiliteit,Organisatie vermogen,Relationeel vermogen,Scientist
0.9716795770359303,Plannen en organiseren,Voortgangscontrole,Organisatie vermogen,Organisatie vermogen,Scientist
-0.6744102157239671,Plannen en organiseren,Zelfstandigheid,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.9732980605392123,Relatiebeheer,Resultaatgerichtheid,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
0.6562885833568,Relatiebeheer,Samenwerking,Relationeel vermogen,Relationeel vermogen,Scientist
0.6658181420537224,Relatiebeheer,Sociabiliteit,Relationeel vermogen,Relationeel vermogen,Scientist
0.7342801152491556,Relatiebeheer,Voortgangscontrole,Relationeel vermogen,Organisatie vermogen,Scientist
-0.9699778302380152,Relatiebeheer,Zelfstandigheid,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
0.6095479803347149,Resultaatgerichtheid,Samenwerking,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.6715594354294384,Resultaatgerichtheid,Sociabiliteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.6405475612023509,Resultaatgerichtheid,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
-0.9609143029149048,Resultaatgerichtheid,Zelfstandigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.8378332648620443,Samenwerking,Sensitiviteit,Relationeel vermogen,Relationeel vermogen,Scientist
0.9735528422682105,Samenwerking,Sociabiliteit,Relationeel vermogen,Relationeel vermogen,Scientist
0.6014869911280525,Samenwerking,Stressbestendigheid,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
0.9670776543101022,Samenwerking,Voortgangscontrole,Relationeel vermogen,Organisatie vermogen,Scientist
0.8843286962314928,Sensitiviteit,Sociabiliteit,Relationeel vermogen,Relationeel vermogen,Scientist
0.6769623233118371,Sensitiviteit,Voortgangscontrole,Relationeel vermogen,Organisatie vermogen,Scientist
0.8971074154738539,Sociabiliteit,Voortgangscontrole,Relationeel vermogen,Organisatie vermogen,Scientist
