Correlation,Subcompetentie 1,Subcompetentie 2,Hoofdcompetentie 1,Hoofdcompetentie 2,Richting
0.8631590309138869,Aansturen van individuen,Nauwkeurigheid,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.872147085875772,Aansturen van individuen,Onderhandelen,Beïnvloedend vermogen,Beïnvloedend vermogen,Scientist
0.6811625036933063,Aansturen van individuen,Ondernemerschap,Beïnvloedend vermogen,Organisatiegerichtheid,Scientist
0.9359833897727258,Aansturen van individuen,Optreden,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.7501164607530706,Aansturen van individuen,Organisatiesensitiviteit,Beïnvloedend vermogen,Organisatiegerichtheid,Scientist
0.8403186083997428,Aansturen van individuen,Overtuigingskracht,Beïnvloedend vermogen,Beïnvloedend vermogen,Scientist
0.9624182913638032,Aansturen van individuen,Plannen en organiseren,Beïnvloedend vermogen,Organisatie vermogen,Scientist
0.6888056633313273,Aansturen van individuen,Relatiebeheer,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.5970822014408088,Aansturen van individuen,Resultaatgerichtheid,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.9766857014100706,Aansturen van individuen,Samenwerking,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.7172765660536918,Aansturen van individuen,Sensitiviteit,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.9068280933191064,Aansturen van individuen,Sociabiliteit,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.6558113262023013,Aansturen van individuen,Stressbestendigheid,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.9975213284008676,Aansturen van individuen,Voortgangscontrole,Beïnvloedend vermogen,Organisatie vermogen,Scientist
-0.4938030480987236,Aansturen van individuen,Zelfstandigheid,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.9227406649488823,Ambitie,Assertiviteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.8740135192074711,Ambitie,Besluitvaardigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
-0.2974860060916041,Ambitie,Coachen van medewerkers,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
-0.004316087165438738,Ambitie,Delegeren,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
-0.04310739293751604,Ambitie,Doorzettingsvermogen,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.5022536088200309,Ambitie,Flexibiliteit,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.681581972858642,Ambitie,Initiatief,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.33502513899609604,Ambitie,Inzet,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.040098281035566535,Ambitie,Klantoriëntatie,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.45836187392102684,Ambitie,Kwaliteitsgerichtheid,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
-0.46838747753663046,Ambitie,Leerbereidheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.3894921819233339,Ambitie,Nauwkeurigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.6757122115026212,Ambitie,Onderhandelen,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.8392663992967587,Ambitie,Ondernemerschap,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.5061542212216952,Ambitie,Optreden,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
-0.3879204493795966,Ambitie,Organisatiesensitiviteit,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.7187164032253007,Ambitie,Overtuigingskracht,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.43361000845150316,Ambitie,Plannen en organiseren,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
0.859534967461016,Ambitie,Relatiebeheer,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.8609994096414971,Ambitie,Resultaatgerichtheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.17880111450147398,Ambitie,Samenwerking,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
-0.23938863930486196,Ambitie,Sensitiviteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.213754323710466,Ambitie,Sociabiliteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
-0.4992861311175481,Ambitie,Stressbestendigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.29829948960424985,Ambitie,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
-0.9574394434295409,Ambitie,Zelfstandigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.9269975336792636,Assertiviteit,Besluitvaardigheid,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
-0.3965120354705881,Assertiviteit,Coachen van medewerkers,Relationeel vermogen,Beïnvloedend vermogen,Scientist
-0.03872427310925409,Assertiviteit,Delegeren,Relationeel vermogen,Organisatie vermogen,Scientist
-0.16631589890232548,Assertiviteit,Doorzettingsvermogen,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
0.17971121970535908,Assertiviteit,Flexibiliteit,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
0.5818390463323289,Assertiviteit,Initiatief,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
0.26404521487847926,Assertiviteit,Inzet,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
-0.10440237110925192,Assertiviteit,Klantoriëntatie,Relationeel vermogen,Organisatiegerichtheid,Scientist
0.6957153448398938,Assertiviteit,Kwaliteitsgerichtheid,Relationeel vermogen,Organisatiegerichtheid,Scientist
-0.736984982733591,Assertiviteit,Leerbereidheid,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
0.5932024682590833,Assertiviteit,Nauwkeurigheid,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
0.6554100587947072,Assertiviteit,Onderhandelen,Relationeel vermogen,Beïnvloedend vermogen,Scientist
0.7291585314479444,Assertiviteit,Ondernemerschap,Relationeel vermogen,Organisatiegerichtheid,Scientist
0.4558216239614415,Assertiviteit,Optreden,Relationeel vermogen,Relationeel vermogen,Scientist
-0.4170011951044989,Assertiviteit,Organisatiesensitiviteit,Relationeel vermogen,Organisatiegerichtheid,Scientist
0.6875998974794781,Assertiviteit,Overtuigingskracht,Relationeel vermogen,Beïnvloedend vermogen,Scientist
0.4014309664304045,Assertiviteit,Plannen en organiseren,Relationeel vermogen,Organisatie vermogen,Scientist
0.7941480435645363,Assertiviteit,Relatiebeheer,Relationeel vermogen,Relationeel vermogen,Scientist
0.7088570031687471,Assertiviteit,Resultaatgerichtheid,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
0.15527741128712388,Assertiviteit,Samenwerking,Relationeel vermogen,Relationeel vermogen,Scientist
-0.3746923131515877,Assertiviteit,Sensitiviteit,Relationeel vermogen,Relationeel vermogen,Scientist
0.1012153799317403,Assertiviteit,Sociabiliteit,Relationeel vermogen,Relationeel vermogen,Scientist
-0.27200816036721837,Assertiviteit,Stressbestendigheid,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
0.35095807492994113,Assertiviteit,Voortgangscontrole,Relationeel vermogen,Organisatie vermogen,Scientist
-0.8749907716303705,Assertiviteit,Zelfstandigheid,Relationeel vermogen,Persoonlijke gerichtheid,Scientist
-0.023975321705918182,Besluitvaardigheid,Coachen van medewerkers,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.3384641656179714,Besluitvaardigheid,Delegeren,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
0.21062481547391118,Besluitvaardigheid,Doorzettingsvermogen,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.3775195031410758,Besluitvaardigheid,Flexibiliteit,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.8258579395576253,Besluitvaardigheid,Initiatief,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.603963408463372,Besluitvaardigheid,Inzet,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.2660154159834734,Besluitvaardigheid,Klantoriëntatie,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.8218610457111123,Besluitvaardigheid,Kwaliteitsgerichtheid,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
-0.5100692657500089,Besluitvaardigheid,Leerbereidheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.787862216603902,Besluitvaardigheid,Nauwkeurigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.8889084589699631,Besluitvaardigheid,Onderhandelen,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.8942639100140941,Besluitvaardigheid,Ondernemerschap,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.7538696837433236,Besluitvaardigheid,Optreden,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
-0.048909492051204394,Besluitvaardigheid,Organisatiesensitiviteit,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.9055056536574592,Besluitvaardigheid,Overtuigingskracht,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.715204057386827,Besluitvaardigheid,Plannen en organiseren,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
0.9421591470361205,Besluitvaardigheid,Relatiebeheer,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.8532354751961044,Besluitvaardigheid,Resultaatgerichtheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.5142219886452725,Besluitvaardigheid,Samenwerking,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
-0.00478241046431736,Besluitvaardigheid,Sensitiviteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.46025150325363173,Besluitvaardigheid,Sociabiliteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
-0.01742096830174951,Besluitvaardigheid,Stressbestendigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.6695388379963749,Besluitvaardigheid,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
-0.9369795298936091,Besluitvaardigheid,Zelfstandigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.926860396735937,Coachen van medewerkers,Delegeren,Beïnvloedend vermogen,Organisatie vermogen,Scientist
0.9666578817301053,Coachen van medewerkers,Doorzettingsvermogen,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.4922279458304373,Coachen van medewerkers,Flexibiliteit,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.48575328522129635,Coachen van medewerkers,Initiatief,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.7794685577654814,Coachen van medewerkers,Inzet,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.94134105774719,Coachen van medewerkers,Klantoriëntatie,Beïnvloedend vermogen,Organisatiegerichtheid,Scientist
0.12386801118232248,Coachen van medewerkers,Kwaliteitsgerichtheid,Beïnvloedend vermogen,Organisatiegerichtheid,Scientist
0.74459728615775,Coachen van medewerkers,Leerbereidheid,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.31634023901877284,Coachen van medewerkers,Nauwkeurigheid,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.4325602611813646,Coachen van medewerkers,Onderhandelen,Beïnvloedend vermogen,Beïnvloedend vermogen,Scientist
0.26568564696227137,Coachen van medewerkers,Ondernemerschap,Beïnvloedend vermogen,Organisatiegerichtheid,Scientist
0.6350214428351695,Coachen van medewerkers,Optreden,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.9825360502517502,Coachen van medewerkers,Organisatiesensitiviteit,Beïnvloedend vermogen,Organisatiegerichtheid,Scientist
0.3898099408631348,Coachen van medewerkers,Overtuigingskracht,Beïnvloedend vermogen,Beïnvloedend vermogen,Scientist
0.6815524529081074,Coachen van medewerkers,Plannen en organiseren,Beïnvloedend vermogen,Organisatie vermogen,Scientist
0.20379190850844148,Coachen van medewerkers,Relatiebeheer,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.2262893682738434,Coachen van medewerkers,Resultaatgerichtheid,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.8406955525354203,Coachen van medewerkers,Samenwerking,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.9947895420803855,Coachen van medewerkers,Sensitiviteit,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.866081790182368,Coachen van medewerkers,Sociabiliteit,Beïnvloedend vermogen,Relationeel vermogen,Scientist
0.6374134511131854,Coachen van medewerkers,Stressbestendigheid,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.6903887667108495,Coachen van medewerkers,Voortgangscontrole,Beïnvloedend vermogen,Organisatie vermogen,Scientist
0.01864017898594567,Coachen van medewerkers,Zelfstandigheid,Beïnvloedend vermogen,Persoonlijke gerichtheid,Scientist
0.9695147408672274,Delegeren,Doorzettingsvermogen,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.515973959576347,Delegeren,Flexibiliteit,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.7265984150621981,Delegeren,Initiatief,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.9402021661557833,Delegeren,Inzet,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.9585093641154386,Delegeren,Klantoriëntatie,Organisatie vermogen,Organisatiegerichtheid,Scientist
0.46967146337602855,Delegeren,Kwaliteitsgerichtheid,Organisatie vermogen,Organisatiegerichtheid,Scientist
0.4657439622325043,Delegeren,Leerbereidheid,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.633858754858535,Delegeren,Nauwkeurigheid,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.7191371536112054,Delegeren,Onderhandelen,Organisatie vermogen,Beïnvloedend vermogen,Scientist
0.5356823782134338,Delegeren,Ondernemerschap,Organisatie vermogen,Organisatiegerichtheid,Scientist
0.8588751451529882,Delegeren,Optreden,Organisatie vermogen,Relationeel vermogen,Scientist
0.9206458849205372,Delegeren,Organisatiesensitiviteit,Organisatie vermogen,Organisatiegerichtheid,Scientist
0.6807763698184143,Delegeren,Overtuigingskracht,Organisatie vermogen,Beïnvloedend vermogen,Scientist
0.8952369474616977,Delegeren,Plannen en organiseren,Organisatie vermogen,Organisatie vermogen,Scientist
0.5050364042269695,Delegeren,Relatiebeheer,Organisatie vermogen,Relationeel vermogen,Scientist
0.47196600114484777,Delegeren,Resultaatgerichtheid,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.9810486339805947,Delegeren,Samenwerking,Organisatie vermogen,Relationeel vermogen,Scientist
0.9185236609996542,Delegeren,Sensitiviteit,Organisatie vermogen,Relationeel vermogen,Scientist
0.9622641095586368,Delegeren,Sociabiliteit,Organisatie vermogen,Relationeel vermogen,Scientist
0.6699500235922905,Delegeren,Stressbestendigheid,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.9112389956345001,Delegeren,Voortgangscontrole,Organisatie vermogen,Organisatie vermogen,Scientist
-0.2844709200059111,Delegeren,Zelfstandigheid,Organisatie vermogen,Persoonlijke gerichtheid,Scientist
0.6480881872120823,Doorzettingsvermogen,Flexibiliteit,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.6914967741934508,Doorzettingsvermogen,Initiatief,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.9061446640981895,Doorzettingsvermogen,Inzet,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.995694242034233,Doorzettingsvermogen,Klantoriëntatie,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.25519600295249334,Doorzettingsvermogen,Kwaliteitsgerichtheid,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.651634637368891,Doorzettingsvermogen,Leerbereidheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.43799945064850043,Doorzettingsvermogen,Nauwkeurigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.6348751369545024,Doorzettingsvermogen,Onderhandelen,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.5033151566036824,Doorzettingsvermogen,Ondernemerschap,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.8010685925149734,Doorzettingsvermogen,Optreden,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.9246191977775523,Doorzettingsvermogen,Organisatiesensitiviteit,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.6015739826114213,Doorzettingsvermogen,Overtuigingskracht,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.8304412734734741,Doorzettingsvermogen,Plannen en organiseren,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
0.4443166086692068,Doorzettingsvermogen,Relatiebeheer,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.46753296475482,Doorzettingsvermogen,Resultaatgerichtheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.9286380335926464,Doorzettingsvermogen,Samenwerking,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.9765273568423867,Doorzettingsvermogen,Sensitiviteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.9638764394833035,Doorzettingsvermogen,Sociabiliteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.5352959346464935,Doorzettingsvermogen,Stressbestendigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.8040019336312337,Doorzettingsvermogen,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
-0.23750758180835274,Doorzettingsvermogen,Zelfstandigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.7595452623397217,Flexibiliteit,Initiatief,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.6785135727179114,Flexibiliteit,Inzet,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.7118364600619863,Flexibiliteit,Klantoriëntatie,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
-0.04689565660596277,Flexibiliteit,Kwaliteitsgerichtheid,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.5256618874727712,Flexibiliteit,Leerbereidheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.06343782107828451,Flexibiliteit,Nauwkeurigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.6107309915420801,Flexibiliteit,Onderhandelen,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.7488138059141611,Flexibiliteit,Ondernemerschap,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.6666731688430488,Flexibiliteit,Optreden,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.33025102753504365,Flexibiliteit,Organisatiesensitiviteit,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.6284533345453971,Flexibiliteit,Overtuigingskracht,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.6240252604307331,Flexibiliteit,Plannen en organiseren,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
0.6615947400182611,Flexibiliteit,Relatiebeheer,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.8035320370931689,Flexibiliteit,Resultaatgerichtheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.5545270258723155,Flexibiliteit,Samenwerking,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.575057071661527,Flexibiliteit,Sensitiviteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.7192663572164725,Flexibiliteit,Sociabiliteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
-0.2869252720563036,Flexibiliteit,Stressbestendigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.4289346266974852,Flexibiliteit,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
-0.6276235834371602,Flexibiliteit,Zelfstandigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.9171567317466712,Initiatief,Inzet,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.7426887639378632,Initiatief,Klantoriëntatie,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.6138444677360216,Initiatief,Kwaliteitsgerichtheid,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.061655969130529426,Initiatief,Leerbereidheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.6913792892129432,Initiatief,Nauwkeurigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.9789222492381485,Initiatief,Onderhandelen,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.9693947986853962,Initiatief,Ondernemerschap,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.9704178554184718,Initiatief,Optreden,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.4100413963380766,Initiatief,Organisatiesensitiviteit,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.981683293252071,Initiatief,Overtuigingskracht,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.9452362973108952,Initiatief,Plannen en organiseren,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
0.9542430446994652,Initiatief,Relatiebeheer,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.9440715651342886,Initiatief,Resultaatgerichtheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.8345583102144001,Initiatief,Samenwerking,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.5241837489542294,Initiatief,Sensitiviteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.8576176428866039,Initiatief,Sociabiliteit,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
0.11562432251572005,Initiatief,Stressbestendigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.853206024744079,Initiatief,Voortgangscontrole,Persoonlijke gerichtheid,Organisatie vermogen,Scientist
-0.8628965355097876,Initiatief,Zelfstandigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.9252755126537137,Inzet,Klantoriëntatie,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.5734019332006529,Inzet,Kwaliteitsgerichtheid,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.30400692060966245,Inzet,Leerbereidheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.7074541493423909,Inzet,Nauwkeurigheid,Persoonlijke gerichtheid,Persoonlijke gerichtheid,Scientist
0.9015249595808497,Inzet,Onderhandelen,Persoonlijke gerichtheid,Beïnvloedend vermogen,Scientist
0.7912494039782642,Inzet,Ondernemerschap,Persoonlijke gerichtheid,Organisatiegerichtheid,Scientist
0.9788345108551831,Inzet,Optreden,Persoonlijke gerichtheid,Relationeel vermogen,Scientist
