,Group 1,Group 2,before,without outliers,diff_cor,P_val
32,Aansturen van individuen,Delegeren,0.568359617953384,0.6231431093211175,-0.05478349136773353,0.805402685924713
33,Aansturen van individuen,Doorzettingsvermogen,0.6397481048211195,0.6878057873470955,-0.048057682525975975,0.8288826873200454
34,Aansturen van individuen,Flexibiliteit,0.5746880707965961,0.6274477636543422,-0.052759692857746066,0.8124497483362165
35,Aansturen van individuen,Initiatief,0.8073418847198249,0.8206651527978749,-0.013323268078049955,0.9522059262101721
36,Aansturen van individuen,Inzet,0.7018861430210402,0.790445813474689,-0.08855967045364876,0.6906299465259229
37,Aansturen van individuen,Klantoriëntatie,0.7699779495276663,0.8102259938356351,-0.0402480443079688,0.8563455626247982
38,Aansturen van individuen,Kwaliteitsgerichtheid,0.23948753261148678,0.27200428992995085,-0.03251675731846407,0.8837122180285246
39,Aansturen van individuen,Leerbereidheid,0.3569626052500806,0.4295073081145865,-0.07254470286450587,0.7443209444820091
40,Aansturen van individuen,Nauwkeurigheid,0.2401354966112676,0.28486803479152567,-0.044732538180258075,0.8405512617876125
41,Aansturen van individuen,Onderhandelen,0.7859958164951781,0.7242544445030542,0.06174137199212393,0.7813031351135333
42,Aansturen van individuen,Ondernemerschap,0.7853665742114471,0.7612225585807039,0.0241440156307432,0.9135118696854696
43,Aansturen van individuen,Optreden,0.8117229628080123,0.8354003444669844,-0.023677381658972152,0.9151768140862
44,Aansturen van individuen,Organisatiesensitiviteit,0.5782391255937329,0.5978755591153738,-0.019636433521640906,0.9296102376985393
45,Aansturen van individuen,Overtuigingskracht,0.772519581711882,0.721449582640913,0.051069999070968985,0.8183455641643391
46,Aansturen van individuen,Plannen en organiseren,0.5901548935070695,0.6026054028525941,-0.012450509345524607,0.9553332228434155
47,Aansturen van individuen,Relatiebeheer,0.7851627734033173,0.8013977527784389,-0.01623497937512164,0.9417784003881811
48,Aansturen van individuen,Resultaatgerichtheid,0.5169693568491394,0.4849956010630591,0.03197375578608025,0.8856401354390611
49,Aansturen van individuen,Samenwerking,0.5225433717727681,0.6539720958399153,-0.13142872406714723,0.5552347329811882
50,Aansturen van individuen,Sensitiviteit,0.6419212818213189,0.7026727767228915,-0.06075149490157261,0.7847190322799151
51,Aansturen van individuen,Sociabiliteit,0.7618276817560911,0.833853553111712,-0.072025871355621,0.7460838782477563
52,Aansturen van individuen,Stressbestendigheid,0.5576975252395636,0.6516028660322316,-0.09390534079266799,0.6730463423897537
53,Aansturen van individuen,Voortgangscontrole,0.6684927892727607,0.7254743843615208,-0.056981595088760106,0.7977672540054197
54,Aansturen van individuen,Zelfstandigheid,0.12592815110061734,-0.023881373403207375,0.1498095245038247,0.5015919484418121
55,Ambitie,Assertiviteit,0.3386851308409402,0.25482123312330934,0.08386389771763086,0.7062206393002122
56,Ambitie,Besluitvaardigheid,0.22112881242969915,0.15376991988577834,0.0673588925439208,0.762002832191826
57,Ambitie,Coachen van medewerkers,0.257242871972528,0.2808523692488637,-0.02360949727633571,0.9154190571462948
58,Ambitie,Delegeren,0.23423135359851435,0.3556372022602587,-0.12140584866174434,0.5856674336025485
59,Ambitie,Doorzettingsvermogen,0.6585685423666529,0.7010316131532439,-0.04246307078659106,0.8485363827475498
60,Ambitie,Flexibiliteit,0.4606707797463495,0.4371764025386949,0.023494377207654626,0.9158298777524159
61,Ambitie,Initiatief,0.4184167038895746,0.42488975088775205,-0.006473046998177467,0.9767684410140933
62,Ambitie,Inzet,0.6016280860747805,0.7004515374188488,-0.09882345134406834,0.6570312173907029
63,Ambitie,Klantoriëntatie,0.39950879849948845,0.48951673310936605,-0.0900079346098776,0.6858484821782391
64,Ambitie,Kwaliteitsgerichtheid,0.35199324518503355,0.12723077140941796,0.2247624737756156,0.31511359588899746
65,Ambitie,Leerbereidheid,0.6019354550421844,0.6632430390857814,-0.06130758404359704,0.7827995283228406
66,Ambitie,Nauwkeurigheid,0.33157890799108797,0.18253563664736516,0.1490432713437228,0.5037699386826466
67,Ambitie,Onderhandelen,0.6400479127896235,0.588391022678071,0.0516568901115525,0.8162965077355078
68,Ambitie,Ondernemerschap,0.732524794942112,0.6660945767276718,0.06643021821444017,0.765183290501628
69,Ambitie,Optreden,0.5441602470808725,0.5437388404943727,0.0004214065864998062,0.998487364088259
70,Ambitie,Organisatiesensitiviteit,0.21601305165284362,0.3358273577276784,-0.11981430607483479,0.5905729858282065
71,Ambitie,Overtuigingskracht,0.3606821708651518,0.2976688097776196,0.0630133610875322,0.7769201536277319
72,Ambitie,Plannen en organiseren,0.5417124514209937,0.5081221641854226,0.033590287235571115,0.8799027847712708
73,Ambitie,Relatiebeheer,0.5892376565419551,0.5831799982260069,0.006057658315948289,0.9782588612216554
74,Ambitie,Resultaatgerichtheid,0.9200452757126188,0.9061116978099737,0.013933577902645156,0.9500194959901236
75,Ambitie,Samenwerking,0.1764190732685835,0.18554800206899966,-0.009128928800416158,0.9672413222230649
76,Ambitie,Sensitiviteit,0.21337789970888332,0.32407572350168834,-0.11069782379280502,0.6190437493703898
77,Ambitie,Sociabiliteit,0.35076967905757417,0.31679113350517335,0.03397854555240082,0.878525751454043
78,Ambitie,Stressbestendigheid,0.30261597340882845,0.31217911604052495,-0.009563142631696497,0.9656841446309128
79,Ambitie,Voortgangscontrole,0.5246404330110591,0.602727601275576,-0.07808716826451689,0.7255767827041586
80,Ambitie,Zelfstandigheid,0.02290237280916672,-0.1878426680363403,0.21074504084550702,0.34586526990804245
81,Assertiviteit,Besluitvaardigheid,0.74177561238412,0.7554570058626645,-0.013681393478544468,0.9509228983254048
82,Assertiviteit,Coachen van medewerkers,-0.01736675367015425,0.04256990772746421,-0.05993666139761846,0.7875341234532836
83,Assertiviteit,Delegeren,0.025883544777204184,0.07250878394698598,-0.0466252391697818,0.8339047655803369
84,Assertiviteit,Doorzettingsvermogen,0.3903249335983761,0.4539944058050938,-0.0636694722067177,0.7746622164672821
85,Assertiviteit,Flexibiliteit,0.23024600717689148,0.08341519782258952,0.14683080935430196,0.5100876159335117
86,Assertiviteit,Initiatief,0.47912451209115414,0.523526775393017,-0.04440226330186281,0.8417122960433625
87,Assertiviteit,Inzet,0.3638490061864685,0.4306727161476604,-0.06682370996119191,0.7638351818926463
88,Assertiviteit,Klantoriëntatie,0.11463591408892476,0.18458418817493225,-0.06994827408600748,0.7531570885838401
89,Assertiviteit,Kwaliteitsgerichtheid,0.13368257092694272,0.15518592784532534,-0.02150335691838262,0.9229386848147978
90,Assertiviteit,Leerbereidheid,-0.04524879523079842,-0.06982091999966142,0.024572124768862995,0.9119847279990627
91,Assertiviteit,Nauwkeurigheid,0.14845083627829994,0.16906167655448215,-0.020610840276182207,0.9261274695071182
92,Assertiviteit,Onderhandelen,0.6741487191555032,0.6985895907809941,-0.024440871625490912,0.9124528957620801
93,Assertiviteit,Ondernemerschap,0.6095584379064186,0.6392628045597167,-0.02970436665329812,0.8937050419230681
94,Assertiviteit,Optreden,0.574792349041666,0.5392306633552922,0.035561685686373745,0.8729148345418765
95,Assertiviteit,Organisatiesensitiviteit,-0.313024873817867,-0.2599986318365047,-0.0530262419813623,0.8115206818749248
96,Assertiviteit,Overtuigingskracht,0.7095102785981792,0.7542765712141501,-0.04476629261597098,0.8404326231263197
97,Assertiviteit,Plannen en organiseren,0.3101827456373226,0.40561710197624423,-0.09543435633892161,0.6680503536483853
98,Assertiviteit,Relatiebeheer,0.35891336606254676,0.40763567903168507,-0.048722312969138315,0.826554976150844
99,Assertiviteit,Resultaatgerichtheid,0.41977863363574813,0.4242764734081752,-0.00449783977242707,0.9838561709313633
100,Assertiviteit,Samenwerking,-0.19241469553014398,-0.1459344175305418,-0.04648027799960219,0.834413388767802
101,Assertiviteit,Sensitiviteit,-0.19769210086508757,-0.1389328288132293,-0.05875927205185827,0.791606864150346
102,Assertiviteit,Sociabiliteit,0.12271614117797855,0.18536787045242134,-0.06265172927444279,0.7781655102026228
103,Assertiviteit,Stressbestendigheid,0.32708212832609884,0.33077221100636517,-0.0036900826802663267,0.986755098517651
104,Assertiviteit,Voortgangscontrole,0.42625176311499363,0.4902741796638179,-0.06402241654882429,0.7734484128464918
105,Assertiviteit,Zelfstandigheid,0.7541834939216961,0.8324156961428852,-0.0782322022211891,0.7250885167922125
106,Besluitvaardigheid,Coachen van medewerkers,0.036069962727421016,0.12779713512302845,-0.09172717239560743,0.6801893256309532
107,Besluitvaardigheid,Delegeren,0.19614817490833597,0.17998306597152466,0.016165108936811307,0.9420285090243197
108,Besluitvaardigheid,Doorzettingsvermogen,0.1833393136995842,0.23091669537835854,-0.047577381678774344,0.8305658009601631
109,Besluitvaardigheid,Flexibiliteit,0.2279860830582418,0.1591150927858212,0.0688709902724206,0.7568332530803699
110,Besluitvaardigheid,Initiatief,0.4650202048676486,0.5551694466355213,-0.09014924176787265,0.6853826496249558
111,Besluitvaardigheid,Inzet,0.19817100227058493,0.23684474767000904,-0.038673745399424114,0.8619047725901747
112,Besluitvaardigheid,Klantoriëntatie,-0.035652517460380104,0.08234375722728655,-0.11799627468766666,0.5962005585951524
113,Besluitvaardigheid,Kwaliteitsgerichtheid,-0.2704579195156019,-0.08704299031384394,-0.18341492920175795,0.411341483832937
114,Besluitvaardigheid,Leerbereidheid,-0.1345701183366478,-0.08754287674058231,-0.0470272415960655,0.8324946437675749
115,Besluitvaardigheid,Nauwkeurigheid,-0.21700000553468132,-0.029719090973989358,-0.18728091456069196,0.4016398813565576
116,Besluitvaardigheid,Onderhandelen,0.34260501614452865,0.4403522198035152,-0.09774720365898654,0.6605222390125176
117,Besluitvaardigheid,Ondernemerschap,0.45034474747287173,0.5143108329620224,-0.06396608548915067,0.773642101326063
118,Besluitvaardigheid,Optreden,0.4676385902396524,0.5077901473734017,-0.040151557133749294,0.8566860710467685
119,Besluitvaardigheid,Organisatiesensitiviteit,-0.263083732574521,-0.19327867466639095,-0.06980505790813005,0.753645472126109
120,Besluitvaardigheid,Overtuigingskracht,0.6555532365748071,0.5915284948875601,0.06402474168724703,0.7734404184151333
121,Besluitvaardigheid,Plannen en organiseren,-0.006919718537192329,0.15693168765931143,-0.16385140619650376,0.4626113962032581
122,Besluitvaardigheid,Relatiebeheer,0.11751705213735744,0.21463639717059002,-0.09711934503323258,0.662562379002662
123,Besluitvaardigheid,Resultaatgerichtheid,0.28939317275209736,0.285169215021051,0.004223957731046335,0.9848390725693612
124,Besluitvaardigheid,Samenwerking,-0.17062856859641068,-0.1218712750111169,-0.04875729358529378,0.8264325084567146
125,Besluitvaardigheid,Sensitiviteit,-0.1704243991864689,-0.10384986084653909,-0.06657453833992981,0.7646887615200111
126,Besluitvaardigheid,Sociabiliteit,0.02990666680254365,0.143289560990157,-0.11338289418761334,0.610593638699279
127,Besluitvaardigheid,Stressbestendigheid,0.14923148343722273,0.10969876243907282,0.0395327209981499,0.858870633144067
128,Besluitvaardigheid,Voortgangscontrole,0.1735191951553822,0.33314982221718514,-0.15963062706180295,0.4741405774824099
129,Besluitvaardigheid,Zelfstandigheid,0.5982935789800402,0.6357168529095504,-0.03742327392951017,0.866325557930365
130,Coachen van medewerkers,Delegeren,0.7914115502585329,0.8158072728655456,-0.024395722607012615,0.9126139454202833
131,Coachen van medewerkers,Doorzettingsvermogen,0.58175422083178,0.596178311293735,-0.01442409046195503,0.9482625210397742
132,Coachen van medewerkers,Flexibiliteit,0.636323467967724,0.7278369690155517,-0.09151350104782774,0.680891651204893
133,Coachen van medewerkers,Initiatief,0.7492380643742759,0.7989481827432168,-0.0497101183689409,0.8230983506321696
134,Coachen van medewerkers,Inzet,0.6958177747739528,0.7121465504712298,-0.016328775697276976,0.941442655898147
135,Coachen van medewerkers,Klantoriëntatie,0.8826845422907814,0.9190718119473716,-0.036387269656590226,0.8699914384735954
136,Coachen van medewerkers,Kwaliteitsgerichtheid,0.2002083575182261,0.3049258316992316,-0.1047174741810055,0.6380521138562811
137,Coachen van medewerkers,Leerbereidheid,0.47783965245279225,0.3229989957468691,0.15484065670592317,0.48742101351500544
138,Coachen van medewerkers,Nauwkeurigheid,0.18523928462387204,0.28954456268107776,-0.10430527805720571,0.639371618191499
139,Coachen van medewerkers,Onderhandelen,0.5592199272149587,0.5801894856070364,-0.020969558392077703,0.9248456897243424
140,Coachen van medewerkers,Ondernemerschap,0.5978154589061803,0.6223256709060515,-0.024510211999871245,0.9122055611474844
141,Coachen van medewerkers,Optreden,0.6991694179631364,0.7382181572457791,-0.03904873928264274,0.8605799272484747
142,Coachen van medewerkers,Organisatiesensitiviteit,0.8189754057376307,0.8304860144260826,-0.011510608688451884,0.9587019021927783
143,Coachen van medewerkers,Overtuigingskracht,0.5783176724060765,0.6189012032284721,-0.04058353082239563,0.8551618293084149
144,Coachen van medewerkers,Plannen en organiseren,0.5312726919741787,0.5943051143231337,-0.06303242234895501,0.7768545285813047
145,Coachen van medewerkers,Relatiebeheer,0.6704781844310648,0.7643219279367197,-0.09384374350565494,0.6732479251019523
146,Coachen van medewerkers,Resultaatgerichtheid,0.4192123091317034,0.42320685350789117,-0.003994544376187792,0.9856624044620239
147,Coachen van medewerkers,Samenwerking,0.7904098394188952,0.8197725367622599,-0.02936269734336472,0.8949202702772874
148,Coachen van medewerkers,Sensitiviteit,0.9117468837317417,0.9168531267538054,-0.005106243022063639,0.9816728405379329
149,Coachen van medewerkers,Sociabiliteit,0.9077571148798862,0.930045114454464,-0.022287999574577833,0.9201363730876437
150,Coachen van medewerkers,Stressbestendigheid,0.5256978855422239,0.606215535856993,-0.0805176503147691,0.7174098618319051
151,Coachen van medewerkers,Voortgangscontrole,0.552629285478751,0.6500464572899163,-0.09741717181116527,0.6615943064641789
152,Coachen van medewerkers,Zelfstandigheid,-0.17617749916513917,-0.17359788540621615,-0.002579613758923016,0.990740705117662
153,Delegeren,Doorzettingsvermogen,0.5162178419640621,0.6119218963349401,-0.09570405437087803,0.6671707023212776
154,Delegeren,Flexibiliteit,0.5552176848673568,0.5577027659253435,-0.0024850810579867266,0.9910800069011056
155,Delegeren,Initiatief,0.7028842850689001,0.736739250294973,-0.0338549652260729,0.878964011809984
156,Delegeren,Inzet,0.6413294154919689,0.7217565815599365,-0.08042716606796763,0.7177133139678458
157,Delegeren,Klantoriëntatie,0.7010594581525791,0.7523977908465214,-0.05133833269394228,0.817408550085559
158,Delegeren,Kwaliteitsgerichtheid,0.06785536209425197,0.18792472487790052,-0.12006936278364855,0.5897855133148582
159,Delegeren,Leerbereidheid,0.4061282577969297,0.4243651823723183,-0.018236924575388613,0.9346148589562413
160,Delegeren,Nauwkeurigheid,0.06375638137988686,0.12984438881111637,-0.06608800743122951,0.7663563110522855
161,Delegeren,Onderhandelen,0.39905672490726046,0.45113913618269014,-0.052082411275429674,0.8148116685932021
162,Delegeren,Ondernemerschap,0.5153997773121936,0.625528718880186,-0.11012894156799247,0.62084085137548
163,Delegeren,Optreden,0.6832944554705136,0.7453170549647825,-0.062022599494268915,0.7803334626900005
164,Delegeren,Organisatiesensitiviteit,0.6974984852795999,0.6483412482845182,0.04915723699508168,0.8250326127038439
165,Delegeren,Overtuigingskracht,0.5433325534515678,0.4045202405689667,0.13881231288260115,0.5333405783329375
166,Delegeren,Plannen en organiseren,0.35567941212560733,0.39199672475334274,-0.03631731262773541,0.870239085625186
167,Delegeren,Relatiebeheer,0.5142545801090054,0.6696210981920775,-0.1553665180830721,0.48595291024452947
168,Delegeren,Resultaatgerichtheid,0.35386539374126574,0.4651075632160768,-0.11124216947481108,0.617326370357806
169,Delegeren,Samenwerking,0.8658194645848396,0.913911111888804,-0.048091647303964424,0.8287636956636333
170,Delegeren,Sensitiviteit,0.7850059670268431,0.7964429936533799,-0.011437026626536784,0.9589656593587872
171,Delegeren,Sociabiliteit,0.769041759849965,0.8368100990005976,-0.06776833915063252,0.7606019099704096
172,Delegeren,Stressbestendigheid,0.5735298727119313,0.667478893611576,-0.09394902089964463,0.6729034100617746
173,Delegeren,Voortgangscontrole,0.41276622199883956,0.45561972195528305,-0.0428534999564435,0.847161482261968
174,Delegeren,Zelfstandigheid,-0.1673385981255799,-0.18741360013155284,0.020075002005972925,0.9280425090941324
175,Doorzettingsvermogen,Flexibiliteit,0.6356174152562996,0.6280482949489816,0.007569120307317934,0.9728361338058384
176,Doorzettingsvermogen,Initiatief,0.663697222365078,0.7070214093394286,-0.04332418697435059,0.8455045955859164
177,Doorzettingsvermogen,Inzet,0.9570572465408682,0.9634177769211739,-0.006360530380305707,0.9771721440658876
178,Doorzettingsvermogen,Klantoriëntatie,0.8078529824730145,0.807497117133189,0.00035586533982556734,0.9987226236938271
179,Doorzettingsvermogen,Kwaliteitsgerichtheid,0.5263048490370797,0.47125156551987535,0.0550532835172044,0.8044644687474127
180,Doorzettingsvermogen,Leerbereidheid,0.6686641797052815,0.6575626504702231,0.01110152923505836,0.9601683187832932
181,Doorzettingsvermogen,Nauwkeurigheid,0.5125145913076209,0.501207101748873,0.01130748955874794,0.9594300002866016
182,Doorzettingsvermogen,Onderhandelen,0.8756018966477296,0.873362303171179,0.002239593476550561,0.991961131615638
183,Doorzettingsvermogen,Ondernemerschap,0.8402638303740797,0.8600970736731405,-0.019833243299060777,0.9289066762475193
184,Doorzettingsvermogen,Optreden,0.667971732667296,0.7238218812434936,-0.05585014857619752,0.8016950391097992
185,Doorzettingsvermogen,Organisatiesensitiviteit,0.5686698771279343,0.46231509417623873,0.10635478295169554,0.6328226193536823
186,Doorzettingsvermogen,Overtuigingskracht,0.5858893032284136,0.5406400821654975,0.04524922106291607,0.8387356602838061
187,Doorzettingsvermogen,Plannen en organiseren,0.826263529250723,0.8376274620469519,-0.011363932796228937,0.9592276710640206
188,Doorzettingsvermogen,Relatiebeheer,0.6486757609637069,0.6687263963127069,-0.02005063534899998,0.9281296037980571
189,Doorzettingsvermogen,Resultaatgerichtheid,0.8195541506051497,0.8527689380788813,-0.03321478747373163,0.8812349264709638
190,Doorzettingsvermogen,Samenwerking,0.5486608540167107,0.513663777154627,0.034997076862083754,0.8749151577810808
191,Doorzettingsvermogen,Sensitiviteit,0.6138064275664372,0.5599655872737126,0.05384084029272462,0.8086830844219399
192,Doorzettingsvermogen,Sociabiliteit,0.7280615224615249,0.7160018930142593,0.012059629447265574,0.956734070674492
193,Doorzettingsvermogen,Stressbestendigheid,0.7786025768901909,0.8007680767749554,-0.022165499884764572,0.9205738076238268
194,Doorzettingsvermogen,Voortgangscontrole,0.8356240156593144,0.8356363008686445,-1.2285209330054059e-05,0.9999559023020388
195,Doorzettingsvermogen,Zelfstandigheid,0.256101364807597,0.31358051007338716,-0.05747914526579018,0.7960416980858231
196,Flexibiliteit,Initiatief,0.7210746461161046,0.7686718156585842,-0.04759716954247961,0.830496442529661
197,Flexibiliteit,Inzet,0.6953451524635238,0.7258637198559458,-0.03051856739242198,0.8908101930017853
198,Flexibiliteit,Klantoriëntatie,0.6700633642245444,0.7387953058112076,-0.06873194158666318,0.7573081669843309
199,Flexibiliteit,Kwaliteitsgerichtheid,0.10182142009148677,0.1573411399354453,-0.05551971984395852,0.8028431012507875
200,Flexibiliteit,Leerbereidheid,0.6979380001521693,0.720025077341954,-0.022087077189784643,0.9208538605943137
201,Flexibiliteit,Nauwkeurigheid,0.05673421503094944,0.04581436106748025,0.010919853963469194,0.9608196106605007
202,Flexibiliteit,Onderhandelen,0.6270303082723903,0.6507767671643443,-0.023746458891954036,0.9149303227822814
203,Flexibiliteit,Ondernemerschap,0.7485909167151242,0.7284737407461971,0.020117175968927148,0.9278917671505402
204,Flexibiliteit,Optreden,0.6166300394415266,0.6574980805617989,-0.040868041120272314,0.8541582260531766
205,Flexibiliteit,Organisatiesensitiviteit,0.5342990280113518,0.5943721981623561,-0.06007317015100433,0.7870623100005669
206,Flexibiliteit,Overtuigingskracht,0.6573486406934289,0.7286567684911965,-0.07130812779776763,0.7485249701552386
207,Flexibiliteit,Plannen en organiseren,0.5121721179002174,0.5050461602551708,0.007125957645046643,0.9744259611640997
208,Flexibiliteit,Relatiebeheer,0.541208196997525,0.5526319385453639,-0.011423741547838873,0.9590132806305509
209,Flexibiliteit,Resultaatgerichtheid,0.5631690101170393,0.5511205859366359,0.012048424180403416,0.9567742305352902
210,Flexibiliteit,Samenwerking,0.46724444331539056,0.4915067389498619,-0.024262295634471354,0.913089910385311
211,Flexibiliteit,Sensitiviteit,0.6519029079967315,0.7186121019586563,-0.06670919396192487,0.7642274389048542
212,Flexibiliteit,Sociabiliteit,0.6254614010321128,0.728413572931009,-0.10295217189889616,0.6437114444228471
213,Flexibiliteit,Stressbestendigheid,0.5615622186839733,0.607062838442205,-0.04550061975823172,0.8378525777890913
214,Flexibiliteit,Voortgangscontrole,0.4602970032487104,0.5140037062764639,-0.05370670302775343,0.8091501637800613
215,Flexibiliteit,Zelfstandigheid,-0.033363451776504884,-0.14455805787380124,0.11119460609729637,0.6174763436012065
216,Initiatief,Inzet,0.8019773075525212,0.8663579140114241,-0.06438060645890298,0.772217157509659
217,Initiatief,Klantoriëntatie,0.7663153300951979,0.8335330933737849,-0.06721776327858697,0.7624858942934694
218,Initiatief,Kwaliteitsgerichtheid,0.1910243759587388,0.3574349327967297,-0.16641055683799091,0.45570081634991055
219,Initiatief,Leerbereidheid,0.3353718390933908,0.38306800958886056,-0.04769617049546976,0.8301494549543764
220,Initiatief,Nauwkeurigheid,0.21416328672198773,0.3886390165151836,-0.1744757297931959,0.4343209886173136
221,Initiatief,Onderhandelen,0.7361215561879265,0.7474514157819341,-0.011329859594007563,0.9593498112255356
222,Initiatief,Ondernemerschap,0.8753719684722517,0.8652100048501989,0.010161963622052794,0.9635368771515467
223,Initiatief,Optreden,0.9121990045692628,0.9121032827179082,9.57218513546465e-05,0.9996564069001499
224,Initiatief,Organisatiesensitiviteit,0.4810296312037445,0.5771211913823577,-0.09609156017861326,0.6659076390698155
225,Initiatief,Overtuigingskracht,0.824176413569397,0.804845089126584,0.019331324442812936,0.9307010635041619
226,Initiatief,Plannen en organiseren,0.6083080553062569,0.6940348773087163,-0.0857268220024594,0.7000196485227224
227,Initiatief,Relatiebeheer,0.8289742748948318,0.8514708531778711,-0.022496578283039304,0.9193916165427254
228,Initiatief,Resultaatgerichtheid,0.5892245252240396,0.6494461697212887,-0.060221644497249094,0.7865492322048155
229,Initiatief,Samenwerking,0.6263760728766143,0.707507773107779,-0.08113170023116467,0.7153517818682951
230,Initiatief,Sensitiviteit,0.622547941000921,0.7353215485097657,-0.11277360750884469,0.6125064431525216
231,Initiatief,Sociabiliteit,0.838553496209593,0.8818602861975419,-0.0433067899879489,0.845565822922506
232,Initiatief,Stressbestendigheid,0.5389147042217278,0.5883696061882528,-0.04945490196652502,0.8239910902926961
233,Initiatief,Voortgangscontrole,0.7005785603780667,0.7673552573132967,-0.06677669693523003,0.7639962101984261
234,Initiatief,Zelfstandigheid,0.07918317401347084,0.056303340434212604,0.02287983357925824,0.9180233472175738
235,Inzet,Klantoriëntatie,0.8775318947166981,0.9131285116573432,-0.03559661694064509,0.8727911059985134
236,Inzet,Kwaliteitsgerichtheid,0.48963044185923216,0.4856429820318266,0.0039874598274055595,0.9856878301569021
237,Inzet,Leerbereidheid,0.6397202128378431,0.6840386231804315,-0.04431841034258843,0.8420071262025064
238,Inzet,Nauwkeurigheid,0.4906347890756345,0.4767126934250876,0.013922095650546917,0.9500606275152221
239,Inzet,Onderhandelen,0.8517838854675723,0.8749487581917074,-0.023164872724135033,0.9170058851202452
240,Inzet,Ondernemerschap,0.8702297067401011,0.8764594958077827,-0.006229789067681568,0.9776412438806281
241,Inzet,Optreden,0.769211714522202,0.7909364731875009,-0.021724758665298882,0.9221478573992248
242,Inzet,Organisatiesensitiviteit,0.6515539916448837,0.5597349096768202,0.09181908196806354,0.6798873126706089
243,Inzet,Overtuigingskracht,0.6242570797123848,0.5948882804303484,0.029368799282036395,0.8948985650216918
244,Inzet,Plannen en organiseren,0.8302714953795246,0.8621054847557922,-0.03183398937626758,0.8861364879389697
