,Group 1,Group 2,Analist,Engineer,diff_cor,P_val
114,Besluitvaardigheid,Leerbereidheid,-0.09683478033147985,0.23289318640692663,-0.3297279667384065,0.3817791017741772
115,Besluitvaardigheid,Nauwkeurigheid,-0.05633673890583693,-0.14641163395991683,0.0900748950540799,0.8101808811868287
116,Besluitvaardigheid,Onderhandelen,0.4371617771395699,0.48393373641230386,-0.046771959272733976,0.9007130047458145
117,Besluitvaardigheid,Ondernemerschap,0.4927771129650035,0.49614363004731343,-0.00336651708230995,0.9928343213697197
118,Besluitvaardigheid,Optreden,0.49816216868051466,0.46783454963240256,0.030327619048112098,0.9355198239615814
119,Besluitvaardigheid,Organisatiesensitiviteit,-0.3509443352229139,-0.24857342139084607,-0.10237091383206784,0.7848939932642467
120,Besluitvaardigheid,Overtuigingskracht,0.7227907742659164,0.6774704587541868,0.04532031551172966,0.9037786379824801
121,Besluitvaardigheid,Plannen en organiseren,0.11599237026950242,-0.49602761250427685,0.6120199827737792,0.10923633951846168
122,Besluitvaardigheid,Relatiebeheer,0.12320566998708474,0.3506059539302739,-0.22740028394318915,0.5451846134301079
123,Besluitvaardigheid,Resultaatgerichtheid,0.17010418920795053,0.4534796327659941,-0.28337544355804356,0.45157975281391094
124,Besluitvaardigheid,Samenwerking,-0.14432392758614118,-0.22971041060010733,0.08538648301396615,0.8198790591224996
125,Besluitvaardigheid,Sensitiviteit,-0.12333735494404789,-0.2871058094124459,0.163768454468398,0.662639470597612
126,Besluitvaardigheid,Sociabiliteit,0.26324522247499554,-0.13859136889113588,0.4018365913661314,0.28778642827058554
127,Besluitvaardigheid,Stressbestendigheid,0.31257522914942343,0.40301710487214326,-0.09044187572271983,0.809423027770412
128,Besluitvaardigheid,Voortgangscontrole,0.29982461957614537,-0.19510960575751882,0.49493422533366416,0.19234066682507356
129,Besluitvaardigheid,Zelfstandigheid,0.700207083715465,0.603508353095213,0.09669873062025203,0.7965312712144135
130,Coachen van medewerkers,Delegeren,0.7454920288416681,0.7611941979946315,-0.015702169152963408,0.9665874523626725
131,Coachen van medewerkers,Doorzettingsvermogen,0.7088628585806228,0.487827921979707,0.22103493660091583,0.5564350544221148
132,Coachen van medewerkers,Flexibiliteit,0.7748546056315029,0.7877731125251491,-0.012918506893646264,0.9725080766514109
133,Coachen van medewerkers,Initiatief,0.8932727305211414,0.602416174499872,0.2908565560212695,0.4398277226993237
134,Coachen van medewerkers,Inzet,0.7983077181207298,0.5882529775314391,0.21005474058929063,0.5761159676795176
135,Coachen van medewerkers,Klantoriëntatie,0.9366794006413719,0.9289770962435195,0.007702304397852355,0.9836065123766606
136,Coachen van medewerkers,Kwaliteitsgerichtheid,0.3778255318201926,0.5416673222037062,-0.1638417903835136,0.662498150406849
137,Coachen van medewerkers,Leerbereidheid,0.2808594384408343,0.6382604261776643,-0.35740098773683004,0.34359172755790923
138,Coachen van medewerkers,Nauwkeurigheid,0.1896832102976864,0.45496253800009945,-0.265279327702413,0.48076190510078987
139,Coachen van medewerkers,Onderhandelen,0.6361203944933833,0.456246767877459,0.17987362661592432,0.6319132816652768
140,Coachen van medewerkers,Ondernemerschap,0.7414784396635317,0.3188705473935018,0.4226078922700299,0.2640144589661595
141,Coachen van medewerkers,Optreden,0.8368821071727475,0.4486032729693732,0.3882788342033743,0.304094372843565
142,Coachen van medewerkers,Organisatiesensitiviteit,0.7952470468362022,0.8768839903227597,-0.08163694348655748,0.8276559829643984
143,Coachen van medewerkers,Overtuigingskracht,0.6495862619027094,0.4006907822657134,0.248895479636996,0.5080844042158388
144,Coachen van medewerkers,Plannen en organiseren,0.6564167123046788,0.3777210253571565,0.2786956869475223,0.4590245812764462
145,Coachen van medewerkers,Relatiebeheer,0.8707482304402908,0.6975261371117628,0.173222093328528,0.644527080860489
146,Coachen van medewerkers,Resultaatgerichtheid,0.6700420629628457,0.3882272951556298,0.2818147678072159,0.4540546068190725
147,Coachen van medewerkers,Samenwerking,0.8444515539689003,0.8626931695908581,-0.018241615621957807,0.9611879244461763
148,Coachen van medewerkers,Sensitiviteit,0.932825750820604,0.8828759763505937,0.049949774470010366,0.8940074439819119
149,Coachen van medewerkers,Sociabiliteit,0.9494487235587203,0.9796833185245571,-0.030234594965836803,0.935717156095816
150,Coachen van medewerkers,Stressbestendigheid,0.719014096779713,0.7397308931792275,-0.020716796399514514,0.9559268292722598
151,Coachen van medewerkers,Voortgangscontrole,0.5564935133080461,0.5323864573107787,0.024107055997267368,0.9487239995076493
152,Coachen van medewerkers,Zelfstandigheid,-0.14045266832827966,0.19887767715909913,-0.3393303454873788,0.36823016329938785
153,Delegeren,Doorzettingsvermogen,0.6626846571618457,0.6993464834110454,-0.03666182624919978,0.9220934563771628
154,Delegeren,Flexibiliteit,0.5672418121687005,0.802041420122245,-0.2347996079535445,0.5322565161211479
155,Delegeren,Initiatief,0.7253493154809088,0.8572862372808095,-0.1319369217999008,0.7251017253127501
156,Delegeren,Inzet,0.7276583259973567,0.8199520734304836,-0.0922937474331269,0.8056015813696011
157,Delegeren,Klantoriëntatie,0.7814576939192196,0.5968544555356048,0.1846032383836148,0.62301147538501
158,Delegeren,Kwaliteitsgerichtheid,0.16515095000960056,0.21782298739282893,-0.05267203738322837,0.8882694188723061
159,Delegeren,Leerbereidheid,0.5222512264907375,0.2758963977887311,0.24635482870200642,0.5123963516840737
160,Delegeren,Nauwkeurigheid,-0.10553252712365889,0.18778695298626083,-0.2933194801099197,0.43599919024851364
161,Delegeren,Onderhandelen,0.46794501393123356,0.8110310397089033,-0.3430860257776698,0.3630169823113274
162,Delegeren,Ondernemerschap,0.6005290270014556,0.7249738456433937,-0.12444481864193813,0.7401053615325377
163,Delegeren,Optreden,0.7308274555961399,0.938680681590368,-0.20785322599422806,0.5801029154359738
164,Delegeren,Organisatiesensitiviteit,0.7527107228141623,0.5159017416974033,0.23680898111675897,0.5287739314635411
165,Delegeren,Overtuigingskracht,0.31550711719100005,0.6885621629665056,-0.3730550457755056,0.32315761117779873
166,Delegeren,Plannen en organiseren,0.32706001694848263,0.8727736199040413,-0.5457136029555587,0.15168447433323662
167,Delegeren,Relatiebeheer,0.6369572704176106,0.8964310534555257,-0.259473783037915,0.49034685394474975
168,Delegeren,Resultaatgerichtheid,0.5103976662363009,0.7878661879631956,-0.27746852172689473,0.4609886555630507
169,Delegeren,Samenwerking,0.9386639277958875,0.4990151782438251,0.4396487495520624,0.2455945141818212
170,Delegeren,Sensitiviteit,0.8287365236199775,0.5500674538200705,0.278669069799907,0.45906712991305154
171,Delegeren,Sociabiliteit,0.8267126442252539,0.6970683160426223,0.1296443281826316,0.7296814850667301
172,Delegeren,Stressbestendigheid,0.7550415261232692,0.5726086895394082,0.182432836583861,0.6270894478007603
173,Delegeren,Voortgangscontrole,0.3352133732685669,0.7508795674566145,-0.4156661941880476,0.2717966327515031
174,Delegeren,Zelfstandigheid,-0.34850545775115604,0.5479228915936052,-0.8964283493447612,0.02155729670173101
175,Doorzettingsvermogen,Flexibiliteit,0.6812707948944625,0.633476076424565,0.04779471846989747,0.8985540310433959
176,Doorzettingsvermogen,Initiatief,0.750801562836204,0.8595471621693019,-0.10874559933309791,0.7718752522221846
177,Doorzettingsvermogen,Inzet,0.9731125601195457,0.9701504841130154,0.002962076006530312,0.9936951598525576
178,Doorzettingsvermogen,Klantoriëntatie,0.8797823368507803,0.6795355333558616,0.20024680349491875,0.5939811761063192
179,Doorzettingsvermogen,Kwaliteitsgerichtheid,0.7399143935602409,0.1419112322938511,0.5980031612663899,0.1172842599777888
180,Doorzettingsvermogen,Leerbereidheid,0.6701947172343506,0.5911393598392404,0.07905535739511027,0.8330207845443516
181,Doorzettingsvermogen,Nauwkeurigheid,0.6564930079627228,0.1351044494042604,0.5213885585584624,0.1702195255342116
182,Doorzettingsvermogen,Onderhandelen,0.9186949634840047,0.8353852177995197,0.08330974568448501,0.8241841903666964
183,Doorzettingsvermogen,Ondernemerschap,0.8937836428188157,0.7041115760554679,0.1896720667633478,0.6135347249265013
184,Doorzettingsvermogen,Optreden,0.7639087812973278,0.8674299830860249,-0.10352120178869717,0.7825400343208584
185,Doorzettingsvermogen,Organisatiesensitiviteit,0.5628725876342039,0.3399761207394548,0.22289646689474907,0.5531326848024407
186,Doorzettingsvermogen,Overtuigingskracht,0.6265445035664199,0.410629487010776,0.21591501655564388,0.5655693196871943
187,Doorzettingsvermogen,Plannen en organiseren,0.9083920219539686,0.5928867326796929,0.3155052892742757,0.40242619037148986
188,Doorzettingsvermogen,Relatiebeheer,0.7568373353279524,0.5385914885984294,0.21824584672952296,0.5614016468017335
189,Doorzettingsvermogen,Resultaatgerichtheid,0.9398775203845788,0.5479334459407149,0.3919440744438639,0.299623619979988
190,Doorzettingsvermogen,Samenwerking,0.6471895746110766,0.48842958642926204,0.15875998818181458,0.6723203674604386
191,Doorzettingsvermogen,Sensitiviteit,0.6924136566126602,0.5386349744811697,0.15377868213149049,0.6820053967538473
192,Doorzettingsvermogen,Sociabiliteit,0.7959458364630035,0.6882549153313615,0.10769092113164203,0.7740246620515108
193,Doorzettingsvermogen,Stressbestendigheid,0.9186482441968159,0.6866220890913582,0.23202615510545765,0.5370832368275869
194,Doorzettingsvermogen,Voortgangscontrole,0.875907777312668,0.7464546111885391,0.12945316612412894,0.7300638147391827
195,Doorzettingsvermogen,Zelfstandigheid,0.18306177315901737,0.7591713955128546,-0.5761096223538372,0.13082150093271738
196,Flexibiliteit,Initiatief,0.8107896084509587,0.7425955526032928,0.06819405584766591,0.8556778289309173
197,Flexibiliteit,Inzet,0.723637245292734,0.6957449647956147,0.027892280497119337,0.9406872377834847
198,Flexibiliteit,Klantoriëntatie,0.8258091738598615,0.729253459186401,0.09655571467346047,0.7968253126420775
199,Flexibiliteit,Kwaliteitsgerichtheid,0.13512060849854204,0.16680246631394965,-0.03168185781540761,0.9326475501735827
200,Flexibiliteit,Leerbereidheid,0.6091454205524646,0.8045953520197118,-0.1954499314672472,0.6028141183352345
201,Flexibiliteit,Nauwkeurigheid,0.06343799769540229,0.10028162023372056,-0.03684362253831827,0.9217084328763585
202,Flexibiliteit,Onderhandelen,0.7052809125769511,0.8198209631007112,-0.11454005052376004,0.7600993221869217
203,Flexibiliteit,Ondernemerschap,0.7792986749315808,0.6703957871619791,0.10890288776960166,0.7715548582148524
204,Flexibiliteit,Optreden,0.7975383695614442,0.8856852875023501,-0.0881469179409059,0.8141653934106281
205,Flexibiliteit,Organisatiesensitiviteit,0.5967259271960567,0.4815862088721917,0.11513971832386494,0.7588838868068755
206,Flexibiliteit,Overtuigingskracht,0.7154984942928392,0.9147966455320615,-0.19929815123922234,0.5957231093367441
207,Flexibiliteit,Plannen en organiseren,0.437856718372548,0.6360793587849798,-0.19822264041243176,0.597700921056112
208,Flexibiliteit,Relatiebeheer,0.647640174912158,0.646784438852044,0.0008557360601140207,0.9981785299174297
209,Flexibiliteit,Resultaatgerichtheid,0.554254841378517,0.8472487363533856,-0.2929938949748686,0.4365041473385409
210,Flexibiliteit,Samenwerking,0.5402597708899392,0.5959519725816974,-0.05569220169175826,0.8819106356241115
211,Flexibiliteit,Sensitiviteit,0.7555374442576086,0.7183948587981767,0.03714258545943194,0.921075305730229
212,Flexibiliteit,Sociabiliteit,0.8081368967346648,0.7629881868162182,0.04514870991844666,0.9041411408193689
213,Flexibiliteit,Stressbestendigheid,0.7873564282231375,-0.019186456516218395,0.8065428847393559,0.03729000607664035
214,Flexibiliteit,Voortgangscontrole,0.4724867277562094,0.5891749831000741,-0.11668825534386468,0.7557481219881452
215,Flexibiliteit,Zelfstandigheid,0.007003762600123443,-0.26525267951676385,0.27225644211688727,0.46938504684726823
216,Initiatief,Inzet,0.8550242532097404,0.9164468636323176,-0.06142261042257724,0.8698677613168289
217,Initiatief,Klantoriëntatie,0.8744301327200488,0.7320303961954396,0.14239973652460913,0.7043332903715469
218,Initiatief,Kwaliteitsgerichtheid,0.41924838327441716,0.15958200383863427,0.25966637943578286,0.4900271645825851
219,Initiatief,Leerbereidheid,0.38818594573349063,0.6423230689775558,-0.2541371232440651,0.499251573165592
220,Initiatief,Nauwkeurigheid,0.4316066067789715,0.34739622868721237,0.08421037809175913,0.8223164685312323
221,Initiatief,Onderhandelen,0.7967743464944762,0.8159272376250027,-0.01915289113052654,0.9592507540063577
222,Initiatief,Ondernemerschap,0.8745033938897185,0.8570534065654111,0.01744998732430747,0.9628709460887421
223,Initiatief,Optreden,0.9172643524239373,0.9608008707898005,-0.04353651836586314,0.907547772633966
224,Initiatief,Organisatiesensitiviteit,0.6323128060592539,0.40235578118125315,0.22995702487800074,0.5406991188103194
225,Initiatief,Overtuigingskracht,0.8262922404920041,0.6985042439516388,0.12778799654036532,0.7333971572697564
226,Initiatief,Plannen en organiseren,0.7124476800086362,0.6716412880689494,0.040806391939686826,0.9133206694490204
227,Initiatief,Relatiebeheer,0.8479564229494968,0.9426471255166783,-0.09469070256718148,0.8006625290087088
228,Initiatief,Resultaatgerichtheid,0.6075228819330862,0.801357835158831,-0.19383495322574473,0.6058017753907019
229,Initiatief,Samenwerking,0.7138829432300924,0.6751086495967512,0.03877429363334117,0.9176206960930438
230,Initiatief,Sensitiviteit,0.745638984555352,0.3945726025345274,0.35106638202082463,0.35210067750722773
231,Initiatief,Sociabiliteit,0.9143515210873562,0.8410730016957303,0.07327851939162588,0.8450547407474434
232,Initiatief,Stressbestendigheid,0.7641589574147932,0.2261372692170124,0.5380216881977808,0.15736379878308537
233,Initiatief,Voortgangscontrole,0.722527590050365,0.8900892868874507,-0.16756169683708566,0.6553463576220437
234,Initiatief,Zelfstandigheid,0.23031736819069118,0.23042763832880936,-0.0001102701381181792,0.9997652851782586
235,Inzet,Klantoriëntatie,0.9435346786562506,0.7201297285329956,0.223404950123255,0.5522323795418345
236,Inzet,Kwaliteitsgerichtheid,0.6065309746763538,0.20910430344516942,0.39742667123118436,0.29302195578185364
237,Inzet,Leerbereidheid,0.7347027899133316,0.5491518690356552,0.18555092087767644,0.6212346436899601
238,Inzet,Nauwkeurigheid,0.5776499757700849,0.19784424384492072,0.3798057319251642,0.31460606995455764
239,Inzet,Onderhandelen,0.8876694047842689,0.8525103247024083,0.03515908008186064,0.9252768206284512
240,Inzet,Ondernemerschap,0.909945709167583,0.7646149665405554,0.1453307426270276,0.6985555531543524
241,Inzet,Optreden,0.8289457013155396,0.8940197638997972,-0.06507406258425763,0.8622101907116768
242,Inzet,Organisatiesensitiviteit,0.5707253503804236,0.5301357031911876,0.04058964718923597,0.9137791887888231
243,Inzet,Overtuigingskracht,0.6803926709395387,0.47894396498210695,0.20144870595743175,0.5917777217404994
244,Inzet,Plannen en organiseren,0.8826605572207836,0.6592990338488346,0.22336152337194903,0.5523092402968883
245,Inzet,Relatiebeheer,0.8271404276056624,0.7901042007191493,0.03703622688651309,0.9213005400696288
246,Inzet,Resultaatgerichtheid,0.9161205643198693,0.6371962981832272,0.2789242661366421,0.4586592828143923
