Correlation,Subkenmerk 1,Subkenmerk 2,Hoofdkenmerk 1,Hoofdkenmerk 2,Richting
0.7171371656006361,Conformisme,Zelfvertoon,Structuur,Invloed,Scientist
0.4999999999999999,Conformisme,Zelfvertrouwen,Structuur,Stabiliteit,Scientist
0.7071067811865475,Conformisme,Zorgzaamheid,Structuur,Sociabiliteit,Scientist
0.8181818181818182,Contactbehoefte,Dominantie,Sociabiliteit,Invloed,Scientist
1.0,Contactbehoefte,Energie,Sociabiliteit,Gedrevenheid,Scientist
-0.6363636363636364,Contactbehoefte,Frustratietolerantie,Sociabiliteit,Stabiliteit,Scientist
0.9534625892455924,Contactbehoefte,Hartelijkheid,Sociabiliteit,Sociabiliteit,Scientist
0.17407765595569785,Contactbehoefte,Incasseringsvermogen,Sociabiliteit,Stabiliteit,Scientist
0.6625413488689131,Contactbehoefte,Nauwkeurigheid,Sociabiliteit,Structuur,Scientist
-0.6363636363636362,Contactbehoefte,Onafhankelijkheid,Sociabiliteit,Gedrevenheid,Scientist
1.0,Contactbehoefte,Ordelijkheid,Sociabiliteit,Structuur,Scientist
0.0909090909090909,Contactbehoefte,Originaliteit,Sociabiliteit,Gedrevenheid,Scientist
-0.30151134457776363,Contactbehoefte,Positivisme,Sociabiliteit,Stabiliteit,Scientist
0.2548235957188128,Contactbehoefte,Regelmaat,Sociabiliteit,Structuur,Scientist
0.9506541513652699,Contactbehoefte,Sociaal Ontspannen,Sociabiliteit,Sociabiliteit,Scientist
0.49551943172972557,Contactbehoefte,Status,Sociabiliteit,Invloed,Scientist
0.9028289727756885,Contactbehoefte,Variatiebehoefte,Sociabiliteit,Gedrevenheid,Scientist
0.6625413488689132,Contactbehoefte,Vertrouwen,Sociabiliteit,Sociabiliteit,Scientist
-0.09090909090909091,Contactbehoefte,Volharding,Sociabiliteit,Gedrevenheid,Scientist
-0.8992288030258969,Contactbehoefte,Weloverwogen,Sociabiliteit,Structuur,Scientist
0.4834937784152282,Contactbehoefte,Zelfonthulling,Sociabiliteit,Sociabiliteit,Scientist
0.0909090909090909,Contactbehoefte,Zelfontwikkeling,Sociabiliteit,Gedrevenheid,Scientist
0.8664002254439636,Contactbehoefte,Zelfvertoon,Sociabiliteit,Invloed,Scientist
0.8528028654224417,Contactbehoefte,Zelfvertrouwen,Sociabiliteit,Stabiliteit,Scientist
-0.10050378152592121,Contactbehoefte,Zorgzaamheid,Sociabiliteit,Sociabiliteit,Scientist
0.8181818181818182,Dominantie,Energie,Invloed,Gedrevenheid,Scientist
-0.8181818181818182,Dominantie,Frustratietolerantie,Invloed,Stabiliteit,Scientist
0.9534625892455922,Dominantie,Hartelijkheid,Invloed,Sociabiliteit,Scientist
0.5222329678670935,Dominantie,Incasseringsvermogen,Invloed,Stabiliteit,Scientist
0.7644707871564382,Dominantie,Nauwkeurigheid,Invloed,Structuur,Scientist
-0.45454545454545453,Dominantie,Onafhankelijkheid,Invloed,Gedrevenheid,Scientist
0.8181818181818182,Dominantie,Ordelijkheid,Invloed,Structuur,Scientist
-0.09090909090909087,Dominantie,Originaliteit,Invloed,Gedrevenheid,Scientist
0.30151134457776363,Dominantie,Positivisme,Invloed,Stabiliteit,Scientist
0.7644707871564382,Dominantie,Regelmaat,Invloed,Structuur,Scientist
0.6581451817144176,Dominantie,Sociaal Ontspannen,Invloed,Sociabiliteit,Scientist
0.20403741306518122,Dominantie,Status,Invloed,Invloed,Scientist
0.6673083711820307,Dominantie,Variatiebehoefte,Invloed,Gedrevenheid,Scientist
0.5606119105813882,Dominantie,Vertrouwen,Invloed,Sociabiliteit,Scientist
0.09090909090909091,Dominantie,Volharding,Invloed,Gedrevenheid,Scientist
-0.4842001247062522,Dominantie,Weloverwogen,Invloed,Structuur,Scientist
0.8058229640253803,Dominantie,Zelfonthulling,Invloed,Sociabiliteit,Scientist
-0.09090909090909087,Dominantie,Zelfontwikkeling,Invloed,Gedrevenheid,Scientist
0.9683296637314887,Dominantie,Zelfvertoon,Invloed,Invloed,Scientist
0.8528028654224417,Dominantie,Zelfvertrouwen,Invloed,Stabiliteit,Scientist
0.3015113445777636,Dominantie,Zorgzaamheid,Invloed,Sociabiliteit,Scientist
-0.6363636363636364,Energie,Frustratietolerantie,Gedrevenheid,Stabiliteit,Scientist
0.9534625892455924,Energie,Hartelijkheid,Gedrevenheid,Sociabiliteit,Scientist
0.17407765595569785,Energie,Incasseringsvermogen,Gedrevenheid,Stabiliteit,Scientist
0.6625413488689131,Energie,Nauwkeurigheid,Gedrevenheid,Structuur,Scientist
-0.6363636363636362,Energie,Onafhankelijkheid,Gedrevenheid,Gedrevenheid,Scientist
1.0,Energie,Ordelijkheid,Gedrevenheid,Structuur,Scientist
0.0909090909090909,Energie,Originaliteit,Gedrevenheid,Gedrevenheid,Scientist
-0.30151134457776363,Energie,Positivisme,Gedrevenheid,Stabiliteit,Scientist
0.2548235957188128,Energie,Regelmaat,Gedrevenheid,Structuur,Scientist
0.9506541513652699,Energie,Sociaal Ontspannen,Gedrevenheid,Sociabiliteit,Scientist
0.49551943172972557,Energie,Status,Gedrevenheid,Invloed,Scientist
0.9028289727756885,Energie,Variatiebehoefte,Gedrevenheid,Gedrevenheid,Scientist
0.6625413488689132,Energie,Vertrouwen,Gedrevenheid,Sociabiliteit,Scientist
-0.09090909090909091,Energie,Volharding,Gedrevenheid,Gedrevenheid,Scientist
-0.8992288030258969,Energie,Weloverwogen,Gedrevenheid,Structuur,Scientist
0.4834937784152282,Energie,Zelfonthulling,Gedrevenheid,Sociabiliteit,Scientist
0.0909090909090909,Energie,Zelfontwikkeling,Gedrevenheid,Gedrevenheid,Scientist
0.8664002254439636,Energie,Zelfvertoon,Gedrevenheid,Invloed,Scientist
0.8528028654224417,Energie,Zelfvertrouwen,Gedrevenheid,Stabiliteit,Scientist
-0.10050378152592121,Energie,Zorgzaamheid,Gedrevenheid,Sociabiliteit,Scientist
-0.7627700713964738,Frustratietolerantie,Hartelijkheid,Stabiliteit,Sociabiliteit,Scientist
-0.8703882797784891,Frustratietolerantie,Incasseringsvermogen,Stabiliteit,Stabiliteit,Scientist
-0.2548235957188128,Frustratietolerantie,Nauwkeurigheid,Stabiliteit,Structuur,Scientist
-0.09090909090909091,Frustratietolerantie,Onafhankelijkheid,Stabiliteit,Gedrevenheid,Scientist
-0.6363636363636364,Frustratietolerantie,Ordelijkheid,Stabiliteit,Structuur,Scientist
-0.45454545454545453,Frustratietolerantie,Originaliteit,Stabiliteit,Gedrevenheid,Scientist
-0.30151134457776363,Frustratietolerantie,Positivisme,Stabiliteit,Stabiliteit,Scientist
-0.6625413488689131,Frustratietolerantie,Regelmaat,Stabiliteit,Structuur,Scientist
-0.36563621206356534,Frustratietolerantie,Sociaal Ontspannen,Stabiliteit,Sociabiliteit,Scientist
0.3206302205309988,Frustratietolerantie,Status,Stabiliteit,Invloed,Scientist
-0.7458152383799167,Frustratietolerantie,Variatiebehoefte,Stabiliteit,Gedrevenheid,Scientist
-0.8664002254439634,Frustratietolerantie,Vertrouwen,Stabiliteit,Sociabiliteit,Scientist
-0.6363636363636364,Frustratietolerantie,Volharding,Stabiliteit,Gedrevenheid,Scientist
0.3458572319330373,Frustratietolerantie,Weloverwogen,Stabiliteit,Structuur,Scientist
-0.9669875568304563,Frustratietolerantie,Zelfonthulling,Stabiliteit,Sociabiliteit,Scientist
-0.45454545454545453,Frustratietolerantie,Zelfontwikkeling,Stabiliteit,Gedrevenheid,Scientist
-0.6625413488689132,Frustratietolerantie,Zelfvertoon,Stabiliteit,Invloed,Scientist
-0.42640143271122083,Frustratietolerantie,Zelfvertrouwen,Stabiliteit,Stabiliteit,Scientist
-0.7035264706814485,Frustratietolerantie,Zorgzaamheid,Stabiliteit,Sociabiliteit,Scientist
0.3651483716701107,Hartelijkheid,Incasseringsvermogen,Sociabiliteit,Stabiliteit,Scientist
0.7483314773547883,Hartelijkheid,Nauwkeurigheid,Sociabiliteit,Structuur,Scientist
-0.5720775535473555,Hartelijkheid,Onafhankelijkheid,Sociabiliteit,Gedrevenheid,Scientist
0.9534625892455924,Hartelijkheid,Ordelijkheid,Sociabiliteit,Structuur,Scientist
-1.532853129668859e-17,Hartelijkheid,Originaliteit,Sociabiliteit,Gedrevenheid,Scientist
0.0,Hartelijkheid,Positivisme,Sociabiliteit,Stabiliteit,Scientist
0.5345224838248489,Hartelijkheid,Regelmaat,Sociabiliteit,Structuur,Scientist
0.8436614877321076,Hartelijkheid,Sociaal Ontspannen,Sociabiliteit,Sociabiliteit,Scientist
0.36685070430944583,Hartelijkheid,Status,Sociabiliteit,Invloed,Scientist
0.8233869695926184,Hartelijkheid,Variatiebehoefte,Sociabiliteit,Gedrevenheid,Scientist
0.6414269805898185,Hartelijkheid,Vertrouwen,Sociabiliteit,Sociabiliteit,Scientist
-3.752242423416353e-17,Hartelijkheid,Volharding,Sociabiliteit,Gedrevenheid,Scientist
-0.7254762501100117,Hartelijkheid,Weloverwogen,Sociabiliteit,Structuur,Scientist
0.6761234037828133,Hartelijkheid,Zelfonthulling,Sociabiliteit,Sociabiliteit,Scientist
-1.532853129668859e-17,Hartelijkheid,Zelfontwikkeling,Sociabiliteit,Gedrevenheid,Scientist
0.9621404708847278,Hartelijkheid,Zelfvertoon,Sociabiliteit,Invloed,Scientist
0.8944271909999159,Hartelijkheid,Zelfvertrouwen,Sociabiliteit,Stabiliteit,Scientist
0.10540925533894596,Hartelijkheid,Zorgzaamheid,Sociabiliteit,Sociabiliteit,Scientist
-0.0975900072948533,Incasseringsvermogen,Nauwkeurigheid,Stabiliteit,Structuur,Scientist
0.5222329678670935,Incasseringsvermogen,Onafhankelijkheid,Stabiliteit,Gedrevenheid,Scientist
0.17407765595569785,Incasseringsvermogen,Ordelijkheid,Stabiliteit,Structuur,Scientist
0.5222329678670935,Incasseringsvermogen,Originaliteit,Stabiliteit,Gedrevenheid,Scientist
0.5773502691896257,Incasseringsvermogen,Positivisme,Stabiliteit,Stabiliteit,Scientist
0.6831300510639732,Incasseringsvermogen,Regelmaat,Stabiliteit,Structuur,Scientist
-0.14002800840280097,Incasseringsvermogen,Sociaal Ontspannen,Stabiliteit,Sociabiliteit,Scientist
-0.7255892438417317,Incasseringsvermogen,Status,Stabiliteit,Invloed,Scientist
0.37582301400141443,Incasseringsvermogen,Variatiebehoefte,Stabiliteit,Gedrevenheid,Scientist
0.6831300510639732,Incasseringsvermogen,Vertrouwen,Stabiliteit,Sociabiliteit,Scientist
0.8703882797784891,Incasseringsvermogen,Volharding,Stabiliteit,Gedrevenheid,Scientist
0.13245323570650439,Incasseringsvermogen,Weloverwogen,Stabiliteit,Structuur,Scientist
0.9258200997725514,Incasseringsvermogen,Zelfonthulling,Stabiliteit,Sociabiliteit,Scientist
0.5222329678670935,Incasseringsvermogen,Zelfontwikkeling,Stabiliteit,Gedrevenheid,Scientist
0.2927700218845599,Incasseringsvermogen,Zelfvertoon,Stabiliteit,Invloed,Scientist
2.5986394298762522e-18,Incasseringsvermogen,Zelfvertrouwen,Stabiliteit,Stabiliteit,Scientist
0.9622504486493763,Incasseringsvermogen,Zorgzaamheid,Stabiliteit,Sociabiliteit,Scientist
-0.8664002254439636,Nauwkeurigheid,Onafhankelijkheid,Structuur,Gedrevenheid,Scientist
0.6625413488689131,Nauwkeurigheid,Ordelijkheid,Structuur,Structuur,Scientist
-0.6625413488689132,Nauwkeurigheid,Originaliteit,Structuur,Gedrevenheid,Scientist
0.16903085094570336,Nauwkeurigheid,Positivisme,Structuur,Stabiliteit,Scientist
0.5428571428571429,Nauwkeurigheid,Regelmaat,Structuur,Structuur,Scientist
0.6969320524371696,Nauwkeurigheid,Sociaal Ontspannen,Structuur,Sociabiliteit,Scientist
0.7026556529496953,Nauwkeurigheid,Status,Structuur,Invloed,Scientist
0.28607725128818,Nauwkeurigheid,Variatiebehoefte,Structuur,Gedrevenheid,Scientist
-0.028571428571428588,Nauwkeurigheid,Vertrouwen,Structuur,Sociabiliteit,Scientist
-0.5606119105813882,Nauwkeurigheid,Volharding,Structuur,Gedrevenheid,Scientist
-0.42656170388121467,Nauwkeurigheid,Weloverwogen,Structuur,Structuur,Scientist
0.27105237087157547,Nauwkeurigheid,Zelfonthulling,Structuur,Sociabiliteit,Scientist
-0.6625413488689132,Nauwkeurigheid,Zelfontwikkeling,Structuur,Gedrevenheid,Scientist
0.8857142857142857,Nauwkeurigheid,Zelfvertoon,Structuur,Invloed,Scientist
0.9561828874675149,Nauwkeurigheid,Zelfvertrouwen,Structuur,Stabiliteit,Scientist
-0.2817180849095055,Nauwkeurigheid,Zorgzaamheid,Structuur,Sociabiliteit,Scientist
-0.6363636363636362,Onafhankelijkheid,Ordelijkheid,Gedrevenheid,Structuur,Scientist
0.6363636363636364,Onafhankelijkheid,Originaliteit,Gedrevenheid,Gedrevenheid,Scientist
0.30151134457776363,Onafhankelijkheid,Positivisme,Gedrevenheid,Stabiliteit,Scientist
-0.050964719143762584,Onafhankelijkheid,Regelmaat,Gedrevenheid,Structuur,Scientist
-0.8043996665398437,Onafhankelijkheid,Sociaal Ontspannen,Gedrevenheid,Sociabiliteit,Scientist
-0.9618906615929967,Onafhankelijkheid,Status,Gedrevenheid,Invloed,Scientist
-0.27477403519260085,Onafhankelijkheid,Variatiebehoefte,Gedrevenheid,Gedrevenheid,Scientist
0.15289415743128767,Onafhankelijkheid,Vertrouwen,Gedrevenheid,Sociabiliteit,Scientist
0.8181818181818182,Onafhankelijkheid,Volharding,Gedrevenheid,Gedrevenheid,Scientist
0.622543017479467,Onafhankelijkheid,Weloverwogen,Gedrevenheid,Structuur,Scientist
0.16116459280507606,Onafhankelijkheid,Zelfonthulling,Gedrevenheid,Sociabiliteit,Scientist
0.6363636363636364,Onafhankelijkheid,Zelfontwikkeling,Gedrevenheid,Gedrevenheid,Scientist
-0.6625413488689131,Onafhankelijkheid,Zelfvertoon,Gedrevenheid,Invloed,Scientist
-0.8528028654224417,Onafhankelijkheid,Zelfvertrouwen,Gedrevenheid,Stabiliteit,Scientist
0.7035264706814485,Onafhankelijkheid,Zorgzaamheid,Gedrevenheid,Sociabiliteit,Scientist
0.0909090909090909,Ordelijkheid,Originaliteit,Structuur,Gedrevenheid,Scientist
-0.30151134457776363,Ordelijkheid,Positivisme,Structuur,Stabiliteit,Scientist
0.2548235957188128,Ordelijkheid,Regelmaat,Structuur,Structuur,Scientist
0.9506541513652699,Ordelijkheid,Sociaal Ontspannen,Structuur,Sociabiliteit,Scientist
0.49551943172972557,Ordelijkheid,Status,Structuur,Invloed,Scientist
0.9028289727756885,Ordelijkheid,Variatiebehoefte,Structuur,Gedrevenheid,Scientist
0.6625413488689132,Ordelijkheid,Vertrouwen,Structuur,Sociabiliteit,Scientist
-0.09090909090909091,Ordelijkheid,Volharding,Structuur,Gedrevenheid,Scientist
-0.8992288030258969,Ordelijkheid,Weloverwogen,Structuur,Structuur,Scientist
0.4834937784152282,Ordelijkheid,Zelfonthulling,Structuur,Sociabiliteit,Scientist
0.0909090909090909,Ordelijkheid,Zelfontwikkeling,Structuur,Gedrevenheid,Scientist
0.8664002254439636,Ordelijkheid,Zelfvertoon,Structuur,Invloed,Scientist
0.8528028654224417,Ordelijkheid,Zelfvertrouwen,Structuur,Stabiliteit,Scientist
-0.10050378152592121,Ordelijkheid,Zorgzaamheid,Structuur,Sociabiliteit,Scientist
-0.30151134457776363,Originaliteit,Positivisme,Gedrevenheid,Stabiliteit,Scientist
-0.2548235957188128,Originaliteit,Regelmaat,Gedrevenheid,Structuur,Scientist
-0.07312724241271307,Originaliteit,Sociaal Ontspannen,Gedrevenheid,Sociabiliteit,Scientist
-0.6121122391955434,Originaliteit,Status,Gedrevenheid,Invloed,Scientist
0.5102946367862587,Originaliteit,Variatiebehoefte,Gedrevenheid,Gedrevenheid,Scientist
0.7644707871564383,Originaliteit,Vertrouwen,Gedrevenheid,Sociabiliteit,Scientist
0.8181818181818182,Originaliteit,Volharding,Gedrevenheid,Gedrevenheid,Scientist
-0.20751433915982237,Originaliteit,Weloverwogen,Gedrevenheid,Structuur,Scientist
0.3223291856101521,Originaliteit,Zelfonthulling,Gedrevenheid,Sociabiliteit,Scientist
1.0,Originaliteit,Zelfontwikkeling,Gedrevenheid,Gedrevenheid,Scientist
-0.2548235957188128,Originaliteit,Zelfvertoon,Gedrevenheid,Invloed,Scientist
-0.42640143271122083,Originaliteit,Zelfvertrouwen,Gedrevenheid,Stabiliteit,Scientist
0.502518907629606,Originaliteit,Zorgzaamheid,Gedrevenheid,Sociabiliteit,Scientist
0.8451542547285166,Positivisme,Regelmaat,Stabiliteit,Structuur,Scientist
-0.48507125007266594,Positivisme,Sociaal Ontspannen,Stabiliteit,Sociabiliteit,Scientist
-0.48336824452283167,Positivisme,Status,Stabiliteit,Invloed,Scientist
-0.3905667329424717,Positivisme,Variatiebehoefte,Stabiliteit,Gedrevenheid,Scientist
-0.16903085094570336,Positivisme,Vertrouwen,Stabiliteit,Sociabiliteit,Scientist
0.30151134457776363,Positivisme,Volharding,Stabiliteit,Gedrevenheid,Scientist
0.6882472016116852,Positivisme,Weloverwogen,Stabiliteit,Structuur,Scientist
0.5345224838248488,Positivisme,Zelfonthulling,Stabiliteit,Sociabiliteit,Scientist
-0.30151134457776363,Positivisme,Zelfontwikkeling,Stabiliteit,Gedrevenheid,Scientist
0.16903085094570336,Positivisme,Zelfvertoon,Stabiliteit,Invloed,Scientist
0.0,Positivisme,Zelfvertrouwen,Stabiliteit,Stabiliteit,Scientist
0.6666666666666666,Positivisme,Zorgzaamheid,Stabiliteit,Sociabiliteit,Scientist
0.0409960030845394,Regelmaat,Sociaal Ontspannen,Structuur,Sociabiliteit,Scientist
-0.21243077879874506,Regelmaat,Status,Structuur,Invloed,Scientist
0.11002971203391539,Regelmaat,Variatiebehoefte,Structuur,Gedrevenheid,Scientist
0.19999999999999998,Regelmaat,Vertrouwen,Structuur,Sociabiliteit,Scientist
0.25482359571881275,Regelmaat,Volharding,Structuur,Gedrevenheid,Scientist
0.1938916835823703,Regelmaat,Weloverwogen,Structuur,Structuur,Scientist
0.8131571126147262,Regelmaat,Zelfonthulling,Structuur,Sociabiliteit,Scientist
-0.2548235957188128,Regelmaat,Zelfontwikkeling,Structuur,Gedrevenheid,Scientist
0.6571428571428571,Regelmaat,Zelfvertoon,Structuur,Invloed,Scientist
0.47809144373375745,Regelmaat,Zelfvertrouwen,Structuur,Stabiliteit,Scientist
0.6197797868009122,Regelmaat,Zorgzaamheid,Structuur,Sociabiliteit,Scientist
0.7268509197099723,Sociaal Ontspannen,Status,Sociabiliteit,Invloed,Scientist
0.7893862224383408,Sociaal Ontspannen,Variatiebehoefte,Sociabiliteit,Gedrevenheid,Scientist
0.45095603392993333,Sociaal Ontspannen,Vertrouwen,Sociabiliteit,Sociabiliteit,Scientist
-0.36563621206356534,Sociaal Ontspannen,Volharding,Sociabiliteit,Gedrevenheid,Scientist
-0.9459053029269172,Sociaal Ontspannen,Weloverwogen,Sociabiliteit,Structuur,Scientist
0.19446111706564934,Sociaal Ontspannen,Zelfonthulling,Sociabiliteit,Sociabiliteit,Scientist
-0.07312724241271307,Sociaal Ontspannen,Zelfontwikkeling,Sociabiliteit,Gedrevenheid,Scientist
0.7789240586062484,Sociaal Ontspannen,Zelfvertoon,Sociabiliteit,Invloed,Scientist
0.8574929257125441,Sociaal Ontspannen,Zelfvertrouwen,Sociabiliteit,Stabiliteit,Scientist
-0.4042260417272217,Sociaal Ontspannen,Zorgzaamheid,Sociabiliteit,Sociabiliteit,Scientist
0.16361588192856422,Status,Variatiebehoefte,Invloed,Gedrevenheid,Scientist
-0.2777940953522051,Status,Vertrouwen,Invloed,Sociabiliteit,Scientist
-0.9035942578600877,Status,Volharding,Invloed,Gedrevenheid,Scientist
-0.5988183149534251,Status,Weloverwogen,Invloed,Structuur,Scientist
-0.4133939114630414,Status,Zelfonthulling,Invloed,Sociabiliteit,Scientist
-0.6121122391955434,Status,Zelfontwikkeling,Invloed,Gedrevenheid,Scientist
0.44120238673585527,Status,Zelfvertoon,Invloed,Invloed,Scientist
0.6835859270246631,Status,Zelfvertrouwen,Invloed,Stabiliteit,Scientist
-0.8700628401410972,Status,Zorgzaamheid,Invloed,Sociabiliteit,Scientist
0.9022436386781062,Variatiebehoefte,Vertrouwen,Gedrevenheid,Sociabiliteit,Scientist
0.27477403519260085,Variatiebehoefte,Volharding,Gedrevenheid,Gedrevenheid,Scientist
-0.8661541520797734,Variatiebehoefte,Weloverwogen,Gedrevenheid,Structuur,Scientist
0.5567112005113769,Variatiebehoefte,Zelfonthulling,Gedrevenheid,Sociabiliteit,Scientist
0.5102946367862587,Variatiebehoefte,Zelfontwikkeling,Gedrevenheid,Gedrevenheid,Scientist
0.6381723297967093,Variatiebehoefte,Zelfvertoon,Gedrevenheid,Invloed,Scientist
0.552344770738994,Variatiebehoefte,Zelfvertrouwen,Gedrevenheid,Stabiliteit,Scientist
0.13018891098082389,Variatiebehoefte,Zorgzaamheid,Gedrevenheid,Sociabiliteit,Scientist
0.6625413488689132,Vertrouwen,Volharding,Sociabiliteit,Gedrevenheid,Scientist
-0.581675050747111,Vertrouwen,Weloverwogen,Sociabiliteit,Structuur,Scientist
0.7228063223242011,Vertrouwen,Zelfonthulling,Sociabiliteit,Sociabiliteit,Scientist
0.7644707871564383,Vertrouwen,Zelfontwikkeling,Sociabiliteit,Gedrevenheid,Scientist
0.42857142857142855,Vertrouwen,Zelfvertoon,Sociabiliteit,Invloed,Scientist
0.23904572186687872,Vertrouwen,Zelfvertrouwen,Sociabiliteit,Stabiliteit,Scientist
0.50709255283711,Vertrouwen,Zorgzaamheid,Sociabiliteit,Sociabiliteit,Scientist
0.20751433915982237,Volharding,Weloverwogen,Gedrevenheid,Structuur,Scientist
0.6446583712203042,Volharding,Zelfonthulling,Gedrevenheid,Sociabiliteit,Scientist
0.8181818181818182,Volharding,Zelfontwikkeling,Gedrevenheid,Gedrevenheid,Scientist
-0.15289415743128767,Volharding,Zelfvertoon,Gedrevenheid,Invloed,Scientist
-0.42640143271122083,Volharding,Zelfvertrouwen,Gedrevenheid,Stabiliteit,Scientist
0.9045340337332909,Volharding,Zorgzaamheid,Gedrevenheid,Sociabiliteit,Scientist
-0.12262786789699316,Weloverwogen,Zelfonthulling,Structuur,Sociabiliteit,Scientist
-0.20751433915982237,Weloverwogen,Zelfontwikkeling,Structuur,Gedrevenheid,Scientist
-0.581675050747111,Weloverwogen,Zelfvertoon,Structuur,Invloed,Scientist
-0.6488856845230501,Weloverwogen,Zelfvertrouwen,Structuur,Stabiliteit,Scientist
0.3823595564509362,Weloverwogen,Zorgzaamheid,Structuur,Sociabiliteit,Scientist
0.3223291856101521,Zelfonthulling,Zelfontwikkeling,Sociabiliteit,Gedrevenheid,Scientist
0.6324555320336759,Zelfonthulling,Zelfvertoon,Sociabiliteit,Invloed,Scientist
0.3779644730092272,Zelfonthulling,Zelfvertrouwen,Sociabiliteit,Stabiliteit,Scientist
0.8017837257372732,Zelfonthulling,Zorgzaamheid,Sociabiliteit,Sociabiliteit,Scientist
-0.2548235957188128,Zelfontwikkeling,Zelfvertoon,Gedrevenheid,Invloed,Scientist
-0.42640143271122083,Zelfontwikkeling,Zelfvertrouwen,Gedrevenheid,Stabiliteit,Scientist
0.502518907629606,Zelfontwikkeling,Zorgzaamheid,Gedrevenheid,Sociabiliteit,Scientist
0.9561828874675149,Zelfvertoon,Zelfvertrouwen,Invloed,Stabiliteit,Scientist
0.056343616981901136,Zelfvertoon,Zorgzaamheid,Invloed,Sociabiliteit,Scientist
-0.23570226039551584,Zelfvertrouwen,Zorgzaamheid,Stabiliteit,Sociabiliteit,Scientist
0.13318167329304428,Competitie,Conformisme,Invloed,Structuur,Analist
0.08956221510397983,Competitie,Contactbehoefte,Invloed,Sociabiliteit,Analist
0.2089785019092862,Competitie,Dominantie,Invloed,Invloed,Analist
0.4089925906086189,Competitie,Energie,Invloed,Gedrevenheid,Analist
0.2647062562056961,Competitie,Frustratietolerantie,Invloed,Stabiliteit,Analist
